# Q I_noisy Sigma_stat Sigma_total
1.076208501570760775e-03 6.689259708101124270e+05 1.492599255693582109e+03 1.492599255693582109e+03
1.080152956044198908e-03 6.571627638106947998e+05 1.470401970754841841e+03 1.470401970754841841e+03
1.084111867494208428e-03 6.477358303634620970e+05 1.450904488589747871e+03 1.450904488589747871e+03
1.088085288907627343e-03 6.408914481588503113e+05 1.434389912054592969e+03 1.434389912054592969e+03
1.092073273465499856e-03 6.332274569714670070e+05 1.417048913956455181e+03 1.417048913956455181e+03
1.096075874543781751e-03 6.263576054700362729e+05 1.400686741484223603e+03 1.400686741484223603e+03
1.100093145714062899e-03 6.164526236888755811e+05 1.381018353990540618e+03 1.381018353990540618e+03
1.104125140744280885e-03 6.081550634792615892e+05 1.363237177831578947e+03 1.363237177831578947e+03
1.108171913599436580e-03 6.034614455651598983e+05 1.349579891801091890e+03 1.349579891801091890e+03
1.112233518442323592e-03 5.992512030038437806e+05 1.336542579264957112e+03 1.336542579264957112e+03
1.116310009634248175e-03 5.876140798543855781e+05 1.315297189984047009e+03 1.315297189984047009e+03
1.120401441735759118e-03 5.788812857566064922e+05 1.297379310541070936e+03 1.297379310541070936e+03
1.124507869507377841e-03 5.752551867254965473e+05 1.285262639380707697e+03 1.285262639380707697e+03
1.128629347910327634e-03 5.692516615290680202e+05 1.270568735582537556e+03 1.270568735582537556e+03
1.132765932107275466e-03 5.594055596331487177e+05 1.251667050580706928e+03 1.251667050580706928e+03
1.136917677463067291e-03 5.522703780623743078e+05 1.235878468760371334e+03 1.235878468760371334e+03
1.141084639545465523e-03 5.455141855409070849e+05 1.220597394410136076e+03 1.220597394410136076e+03
1.145266874125899954e-03 5.412286686838583555e+05 1.208159904488246184e+03 1.208159904488246184e+03
1.149464437180208699e-03 5.305294667524951510e+05 1.188634941258665094e+03 1.188634941258665094e+03
1.153677384889389545e-03 5.262551289851523470e+05 1.176377621363526714e+03 1.176377621363526714e+03
1.157905773640352824e-03 5.195182949205344194e+05 1.161445957029967303e+03 1.161445957029967303e+03
1.162149660026670379e-03 5.125640130499257357e+05 1.146351536348570789e+03 1.146351536348570789e+03
1.166409100849342094e-03 5.065849307211298728e+05 1.132427154955589458e+03 1.132427154955589458e+03
1.170684153117550717e-03 5.000392551555798855e+05 1.117948497356423786e+03 1.117948497356423786e+03
1.174974874049422103e-03 4.933156102095130482e+05 1.103349315377954099e+03 1.103349315377954099e+03
1.179281321072798462e-03 4.882575901333048241e+05 1.090689741132484187e+03 1.090689741132484187e+03
1.183603551826001429e-03 4.808445996606582194e+05 1.075475492680853904e+03 1.075475492680853904e+03
1.187941624158605526e-03 4.747682477546135196e+05 1.061831773367633332e+03 1.061831773367633332e+03
1.192295596132212938e-03 4.682451624650523299e+05 1.047764326567609032e+03 1.047764326567609032e+03
1.196665526021226111e-03 4.638196687690419494e+05 1.036117410663148576e+03 1.036117410663148576e+03
1.201051472313635540e-03 4.579906687336621690e+05 1.022976167420672368e+03 1.022976167420672368e+03
1.205453493711797566e-03 4.514741814510136028e+05 1.009141037157425330e+03 1.009141037157425330e+03
1.209871649133217398e-03 4.474137476302651921e+05 9.981221427264014210e+02 9.981221427264014210e+02
1.214305997711345340e-03 4.407779315987480222e+05 9.843011668938211187e+02 9.843011668938211187e+02
1.218756598796362414e-03 4.349500405561971711e+05 9.714540494656044984e+02 9.714540494656044984e+02
1.223223511955976155e-03 4.280443546970951138e+05 9.574738435246113113e+02 9.574738435246113113e+02
1.227706796976218160e-03 4.239649250719500706e+05 9.467229964234936688e+02 9.467229964234936688e+02
1.232206513862245953e-03 4.173524366832705564e+05 9.332120879303266747e+02 9.332120879303266747e+02
1.236722722839140101e-03 4.116822102867612848e+05 9.208233930494337756e+02 9.208233930494337756e+02
1.241255484352718225e-03 4.067635125655705342e+05 9.093440126270988912e+02 9.093440126270988912e+02
1.245804859070340350e-03 4.003940190431782976e+05 8.963104315574859129e+02 8.963104315574859129e+02
1.250370907881717284e-03 3.964104570082511636e+05 8.860131828518630073e+02 8.860131828518630073e+02
1.254953691899732878e-03 3.897731230593906948e+05 8.728147732934132819e+02 8.728147732934132819e+02
1.259553272461256743e-03 3.865668667375455843e+05 8.635202330592593398e+02 8.635202330592593398e+02
1.264169711127966942e-03 3.807276701665267465e+05 8.513478501252145634e+02 8.513478501252145634e+02
1.268803069687174856e-03 3.769889878139679204e+05 8.415876281678922624e+02 8.415876281678922624e+02
1.273453410152647000e-03 3.700269357747596223e+05 8.282900539769565285e+02 8.282900539769565285e+02
1.278120794765442905e-03 3.659747953025114839e+05 8.183097429229167119e+02 8.183097429229167119e+02
1.282805285994744740e-03 3.616852664601410506e+05 8.081267865081287027e+02 8.081267865081287027e+02
1.287506946538688468e-03 3.567092700509240385e+05 7.972396085479450676e+02 7.972396085479450676e+02
1.292225839325211690e-03 3.517962944078113069e+05 7.864851130544557236e+02 7.864851130544557236e+02
1.296962027512890215e-03 3.462099977281702450e+05 7.750389574690022982e+02 7.750389574690022982e+02
1.301715574491785253e-03 3.418810202226325637e+05 7.650604390777882600e+02 7.650604390777882600e+02
1.306486543884291919e-03 3.372293073106289376e+05 7.547812607812991246e+02 7.547812607812991246e+02
1.311274999545987288e-03 3.314307704736774322e+05 7.432771435441767380e+02 7.432771435441767380e+02
1.316081005566491257e-03 3.288765952934775851e+05 7.354658123945637271e+02 7.354658123945637271e+02
1.320904626270321975e-03 3.260381037079767557e+05 7.273904280022919693e+02 7.273904280022919693e+02
1.325745926217750852e-03 3.201107577501501073e+05 7.159236629320588463e+02 7.159236629320588463e+02
1.330604970205676637e-03 3.167608641478327918e+05 7.073939393602925065e+02 7.073939393602925065e+02
1.335481823268486060e-03 3.125239889923270675e+05 6.979303615427196519e+02 6.979303615427196519e+02
1.340376550678925747e-03 3.081933834241520963e+05 6.884188948054876391e+02 6.884188948054876391e+02
1.345289217948977822e-03 3.034922105264237034e+05 6.785494884974239085e+02 6.785494884974239085e+02
1.350219890830730955e-03 2.976482807354417164e+05 6.674550406386850909e+02 6.674550406386850909e+02
1.355168635317267672e-03 2.962157803492365056e+05 6.613524770674970341e+02 6.613524770674970341e+02
1.360135517643545596e-03 2.908979521887808223e+05 6.509592555192481313e+02 6.509592555192481313e+02
1.365120604287277601e-03 2.874966922144508571e+05 6.427625266262080004e+02 6.427625266262080004e+02
1.370123961969831050e-03 2.836471681229202659e+05 6.341180288248665420e+02 6.341180288248665420e+02
1.375145657657115541e-03 2.793086062099041301e+05 6.249797245072019223e+02 6.249797245072019223e+02
1.380185758560479323e-03 2.763384591324016801e+05 6.174240069671981246e+02 6.174240069671981246e+02
1.385244332137611787e-03 2.718822799511100748e+05 6.082590725454788299e+02 6.082590725454788299e+02
1.390321446093439233e-03 2.687103690569793689e+05 6.005814490505609911e+02 6.005814490505609911e+02
1.395417168381040589e-03 2.655778853825476835e+05 5.929983816709940356e+02 5.929983816709940356e+02
1.400531567202550984e-03 2.617947130637607770e+05 5.847391534809396489e+02 5.847391534809396489e+02
1.405664711010077249e-03 2.572133293407928722e+05 5.756374293861665592e+02 5.756374293861665592e+02
1.410816668506608210e-03 2.549823424760820053e+05 5.692123206752219176e+02 5.692123206752219176e+02
1.415987508646943203e-03 2.511947876048144535e+05 5.610969752975304345e+02 5.610969752975304345e+02
1.421177300638609524e-03 2.469473096124237927e+05 5.525156695180875204e+02 5.525156695180875204e+02
1.426386113942788771e-03 2.434259350717625057e+05 5.447938416549361591e+02 5.447938416549361591e+02
1.431614018275249910e-03 2.407012253283991595e+05 5.380104854214621355e+02 5.380104854214621355e+02
1.436861083607274964e-03 2.362510643693465972e+05 5.293437963093533654e+02 5.293437963093533654e+02
1.442127380166605089e-03 2.350101331839527120e+05 5.243124074803176882e+02 5.243124074803176882e+02
1.447412978438375811e-03 2.311096619328859670e+05 5.163549665544870777e+02 5.163549665544870777e+02
1.452717949166056153e-03 2.273389946376159496e+05 5.085870822124698520e+02 5.085870822124698520e+02
1.458042363352404476e-03 2.247065435189989221e+05 5.021365871162980170e+02 5.021365871162980170e+02
1.463386292260412383e-03 2.216186313893211482e+05 4.952214003834740197e+02 4.952214003834740197e+02
1.468749807414260113e-03 2.177643675270373642e+05 4.874932083862727836e+02 4.874932083862727836e+02
1.474132980600276069e-03 2.148384276211445685e+05 4.808467401637611829e+02 4.808467401637611829e+02
1.479535883867890908e-03 2.118561695916378230e+05 4.741802283911449649e+02 4.741802283911449649e+02
1.484958589530610724e-03 2.093276107254921808e+05 4.680637462462772760e+02 4.680637462462772760e+02
1.490401170166980906e-03 2.064661263709349441e+05 4.616169029113660827e+02 4.616169029113660827e+02
1.495863698621553023e-03 2.035511005453024118e+05 4.551518219607702918e+02 4.551518219607702918e+02
1.501346248005868203e-03 2.014058161077019176e+05 4.495878348302404106e+02 4.495878348302404106e+02
1.506848891699430308e-03 1.971086056653576088e+05 4.416589978009072865e+02 4.416589978009072865e+02
1.512371703350689524e-03 1.950818349692443153e+05 4.363100609161078296e+02 4.363100609161078296e+02
1.517914756878028983e-03 1.924603920489742595e+05 4.303351549514884482e+02 4.303351549514884482e+02
1.523478126470748789e-03 1.890307459542810975e+05 4.234952476697838506e+02 4.234952476697838506e+02
1.529061886590067599e-03 1.866679800618889858e+05 4.178883705689545991e+02 4.178883705689545991e+02
1.534666111970115106e-03 1.844959108733799076e+05 4.125330224785799942e+02 4.125330224785799942e+02
1.540290877618926899e-03 1.819926426445067918e+05 4.068452049098930843e+02 4.068452049098930843e+02
1.545936258819458628e-03 1.787693555905567482e+05 4.003895887722075031e+02 4.003895887722075031e+02
1.551602331130586508e-03 1.765249105645036325e+05 3.950665458103030687e+02 3.950665458103030687e+02
1.557289170388121259e-03 1.745439268580703647e+05 3.900746794656473071e+02 3.900746794656473071e+02
1.562996852705823142e-03 1.727405251036650443e+05 3.853166843312807259e+02 3.853166843312807259e+02
1.568725454476415900e-03 1.693902480396776227e+05 3.788675751373426692e+02 3.788675751373426692e+02
1.574475052372617621e-03 1.675199379925383837e+05 3.741074175205820325e+02 3.741074175205820325e+02
1.580245723348163139e-03 1.650802267079546000e+05 3.687463907170591710e+02 3.687463907170591710e+02
1.586037544638828171e-03 1.618758131766748265e+05 3.625649566249288682e+02 3.625649566249288682e+02
1.591850593763473190e-03 1.600536993566386518e+05 3.579643420251416046e+02 3.579643420251416046e+02
1.597684948525074713e-03 1.573862807425390347e+05 3.524519677214296394e+02 3.524519677214296394e+02
1.603540687011768308e-03 1.553355989919532149e+05 3.476635663081431744e+02 3.476635663081431744e+02
1.609417887597892460e-03 1.535053874402250513e+05 3.431549842328126942e+02 3.431549842328126942e+02
1.615316628945041551e-03 1.513221802032158012e+05 3.382846573526701945e+02 3.382846573526701945e+02
1.621236990003109514e-03 1.489716478703033063e+05 3.332598985463890813e+02 3.332598985463890813e+02
1.627179050011358418e-03 1.473577242628599342e+05 3.290907817655148051e+02 3.290907817655148051e+02
1.633142888499473184e-03 1.450502913155907299e+05 3.241786426392426961e+02 3.241786426392426961e+02
1.639128585288620850e-03 1.426794093201985816e+05 3.192268620660392457e+02 3.192268620660392457e+02
1.645136220492529134e-03 1.406268738119886548e+05 3.146621436163917451e+02 3.146621436163917451e+02
1.651165874518552637e-03 1.389044401969564497e+05 3.104973234412157126e+02 3.104973234412157126e+02
1.657217628068749895e-03 1.360839672790631885e+05 3.051340420138996024e+02 3.051340420138996024e+02
1.663291562140964755e-03 1.348912243131910800e+05 3.016229309182394900e+02 3.016229309182394900e+02
1.669387758029905596e-03 1.328413098510082345e+05 2.971819073826146109e+02 2.971819073826146109e+02
1.675506297328241672e-03 1.309149195230347686e+05 2.929082589099468805e+02 2.929082589099468805e+02
1.681647261927690564e-03 1.292988529393033386e+05 2.890104992030238122e+02 2.890104992030238122e+02
1.687810734020109759e-03 1.271992928033929347e+05 2.846006367058458295e+02 2.846006367058458295e+02
1.693996796098606438e-03 1.249978589490683662e+05 2.801044777593902495e+02 2.801044777593902495e+02
1.700205530958634470e-03 1.241352430195711640e+05 2.771338569829825360e+02 2.771338569829825360e+02
1.706437021699105288e-03 1.222692532405046513e+05 2.730687390727845809e+02 2.730687390727845809e+02
1.712691351723500495e-03 1.207337453112984949e+05 2.693996826371115390e+02 2.693996826371115390e+02
1.718968604740982306e-03 1.181075018759957020e+05 2.645385517319143105e+02 2.645385517319143105e+02
1.725268864767523719e-03 1.167752847199190583e+05 2.611507735721987729e+02 2.611507735721987729e+02
1.731592216127028063e-03 1.152171290434312687e+05 2.575361311672921829e+02 2.575361311672921829e+02
1.737938743452452665e-03 1.136338933726340911e+05 2.539192349850620758e+02 2.539192349850620758e+02
1.744308531686950946e-03 1.122688958951617242e+05 2.505715010497494575e+02 2.505715010497494575e+02
1.750701666085003683e-03 1.099288401240736275e+05 2.461593866165499094e+02 2.461593866165499094e+02
1.757118232213561318e-03 1.088294742799152737e+05 2.431592972587714883e+02 2.431592972587714883e+02
1.763558315953190399e-03 1.074662250679234567e+05 2.398883334564740721e+02 2.398883334564740721e+02
1.770022003499216760e-03 1.052396920051056950e+05 2.356768861186843651e+02 2.356768861186843651e+02
1.776509381362889302e-03 1.040239617782988062e+05 2.326197706016463655e+02 2.326197706016463655e+02
1.783020536372533155e-03 1.026659923921553709e+05 2.294270836707446506e+02 2.294270836707446506e+02
1.789555555674705216e-03 1.005801763285189954e+05 2.254435670062095483e+02 2.254435670062095483e+02
1.796114526735372897e-03 9.965372910011756176e+04 2.227807219812968071e+02 2.227807219812968071e+02
1.802697537341076389e-03 9.838315188036092150e+04 2.197553053329851593e+02 2.197553053329851593e+02
1.809304675600105885e-03 9.660076169553207001e+04 2.161805061260602940e+02 2.161805061260602940e+02
1.815936029943682715e-03 9.521084446737437975e+04 2.130668428592339581e+02 2.130668428592339581e+02
1.822591689127134838e-03 9.410422570256404288e+04 2.102920541540862587e+02 2.102920541540862587e+02
1.829271742231097482e-03 9.246799321914835309e+04 2.069469120640579831e+02 2.069469120640579831e+02
1.835976278662696231e-03 9.114395283148020098e+04 2.039724209882299419e+02 2.039724209882299419e+02
1.842705388156748317e-03 8.993084893018717412e+04 2.011432925502408580e+02 2.011432925502408580e+02
1.849459160776956114e-03 8.872290635052281141e+04 1.983408707400349442e+02 1.983408707400349442e+02
1.856237686917123608e-03 8.752869972949325165e+04 1.955744738282766946e+02 1.955744738282766946e+02
1.863041057302358781e-03 8.629170686792506604e+04 1.927806978291127109e+02 1.927806978291127109e+02
1.869869362990289651e-03 8.492343004526203731e+04 1.898603906685184199e+02 1.898603906685184199e+02
1.876722695372285300e-03 8.368985518270701868e+04 1.871104792932787291e+02 1.871104792932787291e+02
1.883601146174671481e-03 8.205718463662351132e+04 1.839334064007045981e+02 1.839334064007045981e+02
1.890504807459968779e-03 8.146987441447013407e+04 1.819453418955570214e+02 1.819453418955570214e+02
1.897433771628120359e-03 7.979776431154161401e+04 1.787629000895998104e+02 1.787629000895998104e+02
1.904388131417722105e-03 7.870262428575882223e+04 1.762445706566591639e+02 1.762445706566591639e+02
1.911367979907275302e-03 7.799531803646795743e+04 1.741782878033833981e+02 1.741782878033833981e+02
1.918373410516425667e-03 7.691884149333459209e+04 1.717173725502119908e+02 1.717173725502119908e+02
1.925404517007214518e-03 7.580866266611730680e+04 1.692368465956000136e+02 1.692368465956000136e+02
1.932461393485336229e-03 7.467041503056231886e+04 1.667427566398004330e+02 1.667427566398004330e+02
1.939544134401389617e-03 7.320268409517912369e+04 1.638977424072880922e+02 1.638977424072880922e+02
1.946652834552154267e-03 7.233741986091452418e+04 1.617437054823962796e+02 1.617437054823962796e+02
1.953787589081853408e-03 7.143757813800912118e+04 1.595678375404940255e+02 1.595678375404940255e+02
1.960948493483420044e-03 7.035150334424844186e+04 1.572007417650531522e+02 1.572007417650531522e+02
1.968135643599789979e-03 6.915031285099408706e+04 1.547215313952729048e+02 1.547215313952729048e+02
1.975349135625173360e-03 6.826324287561119127e+04 1.526099695967372725e+02 1.526099695967372725e+02
1.982589066106345537e-03 6.724685057625062473e+04 1.503700328691145671e+02 1.503700328691145671e+02
1.989855531943942029e-03 6.618169421173387673e+04 1.480915790060168149e+02 1.480915790060168149e+02
1.997148630393746124e-03 6.535938807521464332e+04 1.461005597354842109e+02 1.461005597354842109e+02
2.004468459068003798e-03 6.466593957976941601e+04 1.442688778189647110e+02 1.442688778189647110e+02
2.011815115936723027e-03 6.352894651489279931e+04 1.419574807037652420e+02 1.419574807037652420e+02
2.019188699328979160e-03 6.245967597119190032e+04 1.397367633433746619e+02 1.397367633433746619e+02
2.026589307934244157e-03 6.162982071378784894e+04 1.377988229771293334e+02 1.377988229771293334e+02
2.034017040803698471e-03 6.067544896068497474e+04 1.357365421211869432e+02 1.357365421211869432e+02
2.041471997351558543e-03 5.964002035222006816e+04 1.335981602142833253e+02 1.335981602142833253e+02
2.048954277356408206e-03 5.912651825888298481e+04 1.320581451606338987e+02 1.320581451606338987e+02
2.056463980962535722e-03 5.829713779032890307e+04 1.301791146174873290e+02 1.301791146174873290e+02
2.064001208681265614e-03 5.723618299354059855e+04 1.280554067467479626e+02 1.280554067467479626e+02
2.071566061392319559e-03 5.664525432303317939e+04 1.264708651296226805e+02 1.264708651296226805e+02
2.079158640345148221e-03 5.580875982220800506e+04 1.246256052782738948e+02 1.246256052782738948e+02
2.086779047160302551e-03 5.483652618274815904e+04 1.226421177397192537e+02 1.226421177397192537e+02
2.094427383830785132e-03 5.415486605125312781e+04 1.209965987139155175e+02 1.209965987139155175e+02
2.102103752723415847e-03 5.338102399246623099e+04 1.192610778935722067e+02 1.192610778935722067e+02
2.109808256580204908e-03 5.249349230515751697e+04 1.174113097217042707e+02 1.174113097217042707e+02
2.117540998519727193e-03 5.183992091603729205e+04 1.158356623559949696e+02 1.158356623559949696e+02
2.125302082038496142e-03 5.120956589968931075e+04 1.142982400387859911e+02 1.142982400387859911e+02
2.133091611012362387e-03 5.039900560854513606e+04 1.125718415445514893e+02 1.125718415445514893e+02
2.140909689697887211e-03 4.954338105983866262e+04 1.108070251915105189e+02 1.108070251915105189e+02
2.148756422733754182e-03 4.885529820435297006e+04 1.092413099441340023e+02 1.092413099441340023e+02
2.156631915142158667e-03 4.820320994803895883e+04 1.077274970273076633e+02 1.077274970273076633e+02
2.164536272330218596e-03 4.751633017721425858e+04 1.061863169364786472e+02 1.061863169364786472e+02
2.172469600091382624e-03 4.688484830105060246e+04 1.047183969119872273e+02 1.047183969119872273e+02
2.180432004606850001e-03 4.618104724457491830e+04 1.031809336644256376e+02 1.031809336644256376e+02
2.188423592446981768e-03 4.553511585353562987e+04 1.017192162329529737e+02 1.017192162329529737e+02
2.196444470572743186e-03 4.483672154995079472e+04 1.002098680758822127e+02 1.002098680758822127e+02
2.204494746337117960e-03 4.428445846823208558e+04 9.887461181513572228e+01 9.887461181513572228e+01
2.212574527486559344e-03 4.348027717874479276e+04 9.726863619137596118e+01 9.726863619137596118e+01
2.220683922162425619e-03 4.289317100755909632e+04 9.591588285547528869e+01 9.591588285547528869e+01
2.228823038902426421e-03 4.232564663790752093e+04 9.459550077183878614e+01 9.459550077183878614e+01
2.236991986642078174e-03 4.170732750952854258e+04 9.322872709073105568e+01 9.322872709073105568e+01
2.245190874716161689e-03 4.103140551542354660e+04 9.180778774328054226e+01 9.180778774328054226e+01
2.253419812860186274e-03 4.045330714452736720e+04 9.050636327700557615e+01 9.050636327700557615e+01
2.261678911211850804e-03 4.004461226407926733e+04 8.940422899605853502e+01 8.940422899605853502e+01
2.269968280312533414e-03 3.946186814835119731e+04 8.811746141249901143e+01 8.811746141249901143e+01
2.278288031108753001e-03 3.872932418079471972e+04 8.667293628356013357e+01 8.667293628356013357e+01
2.286638274953668899e-03 3.818286364816872083e+04 8.544593875669569627e+01 8.544593875669569627e+01
2.295019123608564061e-03 3.773551786410616478e+04 8.433913153281253017e+01 8.433913153281253017e+01
2.303430689244341262e-03 3.721008125391724025e+04 8.315418581875181303e+01 8.315418581875181303e+01
2.311873084443025802e-03 3.655834942488616070e+04 8.183702475240094998e+01 8.183702475240094998e+01
2.320346422199274280e-03 3.609559606504625845e+04 8.074006661950274122e+01 8.074006661950274122e+01
2.328850815921877301e-03 3.569262541544886335e+04 7.971851775101788462e+01 7.971851775101788462e+01
2.337386379435293406e-03 3.517537563169682835e+04 7.857775879146353759e+01 7.857775879146353759e+01
2.345953226981154806e-03 3.441710499856732349e+04 7.717557483508039695e+01 7.717557483508039695e+01
2.354551473219813028e-03 3.404257978846213518e+04 7.621112327771118089e+01 7.621112327771118089e+01
2.363181233231861564e-03 3.362160039139274886e+04 7.520256007804967169e+01 7.520256007804967169e+01
2.371842622519682378e-03 3.309986747365679184e+04 7.408916324438500567e+01 7.408916324438500567e+01
2.380535757008988076e-03 3.265707134029192093e+04 7.307185761510297084e+01 7.307185761510297084e+01
2.389260753050379254e-03 3.224497113138607892e+04 7.209654034452805149e+01 7.209654034452805149e+01
2.398017727420888832e-03 3.178459024448496712e+04 7.107481439265040990e+01 7.107481439265040990e+01
2.406806797325564996e-03 3.139050837321411018e+04 7.013469964825615932e+01 7.013469964825615932e+01
2.415628080399017698e-03 3.097225029796310628e+04 6.917499689223706127e+01 6.917499689223706127e+01
2.424481694707012434e-03 3.047588925121404827e+04 6.813542955527400125e+01 6.813542955527400125e+01
2.433367758748040174e-03 3.000946475839045524e+04 6.713661194508955532e+01 6.713661194508955532e+01
2.442286391454903758e-03 2.961196947291003744e+04 6.622215824986338362e+01 6.622215824986338362e+01
2.451237712196313416e-03 2.916890581613544055e+04 6.526396918560897120e+01 6.526396918560897120e+01
2.460221840778482709e-03 2.886006945090794034e+04 6.446301167978732849e+01 6.446301167978732849e+01
2.469238897446726210e-03 2.835607393776820754e+04 6.345101638559940227e+01 6.345101638559940227e+01
2.478289002887083207e-03 2.795754214439340649e+04 6.256394017101130345e+01 6.256394017101130345e+01
2.487372278227914513e-03 2.761295964557097250e+04 6.174414610749645504e+01 6.174414610749645504e+01
2.496488845041540481e-03 2.717729237554024439e+04 6.082930626811426578e+01 6.082930626811426578e+01
2.505638825345858633e-03 2.685584569251455105e+04 6.004894453579407099e+01 6.004894453579407099e+01
2.514822341605979939e-03 2.643443293549422015e+04 5.916334824327141462e+01 5.916334824327141462e+01
2.524039516735865959e-03 2.611824919586573742e+04 5.840188864652179035e+01 5.840188864652179035e+01
2.533290474099978134e-03 2.577466734156752136e+04 5.761605006526185946e+01 5.761605006526185946e+01
2.542575337514918401e-03 2.538468028304009567e+04 5.678444700559387570e+01 5.678444700559387570e+01
2.551894231251101031e-03 2.500388700121800866e+04 5.596904935404672443e+01 5.596904935404672443e+01
2.561247280034409293e-03 2.472010233006969065e+04 5.526795409839025552e+01 5.526795409839025552e+01
2.570634609047855578e-03 2.433504256592510137e+04 5.445921177169393701e+01 5.445921177169393701e+01
2.580056343933274498e-03 2.408082043519384752e+04 5.380225167418645071e+01 5.380225167418645071e+01
2.589512610792992549e-03 2.367248785996140941e+04 5.297834279750141206e+01 5.297834279750141206e+01
2.599003536191517739e-03 2.334889962667295185e+04 5.225442341307096683e+01 5.225442341307096683e+01
2.608529247157236573e-03 2.310293206481378002e+04 5.162244282543480267e+01 5.162244282543480267e+01
2.618089871184113224e-03 2.270307678285120346e+04 5.082346759710013373e+01 5.082346759710013373e+01
2.627685536233388252e-03 2.245671604116292292e+04 5.020119112718544585e+01 5.020119112718544585e+01
2.637316370735308564e-03 2.220557786539746667e+04 4.957849825077813222e+01 4.957849825077813222e+01
2.646982503590824404e-03 2.191178459384393500e+04 4.891315805109373827e+01 4.891315805109373827e+01
2.656684064173334484e-03 2.147028586837966213e+04 4.808770647807553900e+01 4.808770647807553900e+01
2.666421182330406831e-03 2.126667675941817652e+04 4.753329996315480344e+01 4.753329996315480344e+01
2.676193988385518717e-03 2.091489518488028989e+04 4.681818704225225503e+01 4.681818704225225503e+01
2.686002613139800484e-03 2.059975447447325860e+04 4.614906209000467641e+01 4.614906209000467641e+01
2.695847187873790657e-03 2.037251349149266753e+04 4.558339372160443759e+01 4.558339372160443759e+01
2.705727844349180202e-03 2.004698362309812001e+04 4.491273351589950380e+01 4.491273351589950380e+01
2.715644714810596261e-03 1.981934123609265589e+04 4.435666730975243155e+01 4.435666730975243155e+01
2.725597931987350751e-03 1.953840518578862248e+04 4.374588982373449397e+01 4.374588982373449397e+01
2.735587629095234501e-03 1.936759038921947285e+04 4.326314274762425782e+01 4.326314274762425782e+01
2.745613939838290139e-03 1.908670541838057397e+04 4.266210934987681469e+01 4.266210934987681469e+01
2.755676998410604497e-03 1.876901626107711127e+04 4.202451565241184284e+01 4.202451565241184284e+01
2.765776939498104485e-03 1.862809346325599836e+04 4.158906248655332405e+01 4.158906248655332405e+01
2.775913898280362498e-03 1.830156058197253878e+04 4.095046734529692145e+01 4.095046734529692145e+01
2.786088010432394464e-03 1.814870521184761674e+04 4.051009902699176735e+01 4.051009902699176735e+01
2.796299412126495611e-03 1.788554153829644565e+04 3.995046277472641094e+01 3.995046277472641094e+01
2.806548240034039809e-03 1.761163933508627815e+04 3.938259500511401257e+01 3.938259500511401257e+01
2.816834631327329655e-03 1.735931905900690253e+04 3.884245628674656103e+01 3.884245628674656103e+01
2.827158723681420967e-03 1.712423751583422927e+04 3.832508366489265228e+01 3.832508366489265228e+01
2.837520655275966794e-03 1.685174180090119626e+04 3.776917729325712259e+01 3.776917729325712259e+01
2.847920564797068368e-03 1.671327435962103846e+04 3.736659983050091682e+01 3.736659983050091682e+01
2.858358591439134292e-03 1.645796994862924839e+04 3.683651962620800191e+01 3.683651962620800191e+01
2.868834874906731058e-03 1.630284690337162101e+04 3.642169106351050800e+01 3.642169106351050800e+01
2.879349555416472594e-03 1.599943174948409796e+04 3.584425524545174113e+01 3.584425524545174113e+01
2.889902773698875982e-03 1.583414289850550995e+04 3.542464549406496843e+01 3.542464549406496843e+01
2.900494671000264021e-03 1.565676594573076181e+04 3.499481077698177245e+01 3.499481077698177245e+01
2.911125389084642627e-03 1.550908697650958493e+04 3.460152040638781301e+01 3.460152040638781301e+01
2.921795070235604259e-03 1.530235335765521086e+04 3.414581199706785952e+01 3.414581199706785952e+01
2.932503857258230047e-03 1.501496774879188160e+04 3.360356823519012437e+01 3.360356823519012437e+01
2.943251893481001018e-03 1.481199533624855212e+04 3.315928154581886389e+01 3.315928154581886389e+01
2.954039322757721475e-03 1.464677072089495232e+04 3.276092280751463193e+01 3.276092280751463193e+01
2.964866289469429358e-03 1.441547969297776399e+04 3.229233288239883137e+01 3.229233288239883137e+01
2.975732938526353018e-03 1.427379309583804388e+04 3.192770954224769397e+01 3.192770954224769397e+01
2.986639415369823306e-03 1.408399310228547620e+04 3.151286182836155092e+01 3.151286182836155092e+01
2.997585865974244229e-03 1.390626701427651642e+04 3.111504485087731098e+01 3.111504485087731098e+01
3.008572436849032798e-03 1.377646029287255624e+04 3.077418916982476560e+01 3.077418916982476560e+01
3.019599275040583605e-03 1.354740468035947197e+04 3.032561125321404560e+01 3.032561125321404560e+01
3.030666528134236433e-03 1.341044645149764074e+04 2.998307212136721489e+01 2.998307212136721489e+01
3.041774344256255140e-03 1.326418159002204266e+04 2.963295403311803611e+01 2.963295403311803611e+01
3.052922872075798742e-03 1.309304041520819919e+04 2.925769778425255652e+01 2.925769778425255652e+01
3.064112260806931085e-03 1.293937580071713637e+04 2.890443388072133502e+01 2.890443388072133502e+01
3.075342660210593233e-03 1.274367562767106938e+04 2.850648821792557541e+01 2.850648821792557541e+01
3.086614220596631784e-03 1.259007168492350502e+04 2.815774742528579466e+01 2.815774742528579466e+01
3.097927092825795981e-03 1.243867570668250119e+04 2.781351582963083757e+01 2.781351582963083757e+01
3.109281428311760822e-03 1.230396554344967080e+04 2.748990219431890480e+01 2.748990219431890480e+01
