# Q scale_from_stat scale_from_total
# # scale_from_stat = I/sigma_stat^2
# # scale_from_total = I/sigma_total^2
8.179625397683994506e-04 1.287013901646410219e-01 1.287013901646410219e-01
8.209604867223449639e-04 1.300419762788180555e-01 1.300419762788180555e-01
8.239694215706029959e-04 1.313998714755153230e-01 1.313998714755153230e-01
8.269893845853410917e-04 1.327753276518616743e-01 1.327753276518616743e-01
8.300204161863296466e-04 1.341686007764240907e-01 1.341686007764240907e-01
8.330625569414841156e-04 1.355799509398949720e-01 1.355799509398949720e-01
8.361158475674042951e-04 1.370096424046807482e-01 1.370096424046807482e-01
8.391803289299248816e-04 1.384579436534355834e-01 1.384579436534355834e-01
8.422560420446593065e-04 1.399251274365884978e-01 1.399251274365884978e-01
8.453430280775465003e-04 1.414114708189487257e-01 1.414114708189487257e-01
8.484413283454067620e-04 1.429172552254951156e-01 1.429172552254951156e-01
8.515509843164916675e-04 1.444427664864688932e-01 1.444427664864688932e-01
8.546720376110395053e-04 1.459882948819259396e-01 1.459882948819259396e-01
8.578045300018336417e-04 1.475541351859216699e-01 1.475541351859216699e-01
8.609485034147576314e-04 1.491405867105272953e-01 1.491405867105272953e-01
8.641039999293620389e-04 1.507479533499058721e-01 1.507479533499058721e-01
8.672710617794249710e-04 1.523765436246893867e-01 1.523765436246893867e-01
8.704497313535143437e-04 1.540266707269299373e-01 1.540266707269299373e-01
8.736400511955609918e-04 1.556986525659238285e-01 1.556986525659238285e-01
8.768420640054239721e-04 1.573928118152111144e-01 1.573928118152111144e-01
8.800558126394636719e-04 1.591094759610925113e-01 1.591094759610925113e-01
8.832813401111156782e-04 1.608489773530076827e-01 1.608489773530076827e-01
8.865186895914632355e-04 1.626116532561383554e-01 1.626116532561383554e-01
8.897679044098203305e-04 1.643978459066186559e-01 1.643978459066186559e-01
8.930290280543088125e-04 1.662079025697263956e-01 1.662079025697263956e-01
8.963021041724381164e-04 1.680421756014524315e-01 1.680421756014524315e-01
8.995871765716943096e-04 1.699010225138392893e-01 1.699010225138392893e-01
9.028842892201233931e-04 1.717848060444735203e-01 1.717848060444735203e-01
9.061934862469201313e-04 1.736938942305185640e-01 1.736938942305185640e-01
9.095148119430200269e-04 1.756286604876575730e-01 1.756286604876575730e-01
9.128483107616883674e-04 1.775894836942997213e-01 1.775894836942997213e-01
9.161940273191203311e-04 1.795767482813911131e-01 1.795767482813911131e-01
9.195520063950361062e-04 1.815908443281308016e-01 1.815908443281308016e-01
9.229222929332765507e-04 1.836321676638711931e-01 1.836321676638711931e-01
9.263049320424112136e-04 1.857011199764534992e-01 1.857011199764534992e-01
9.296999689963376815e-04 1.877981089271630877e-01 1.877981089271630877e-01
9.331074492348886236e-04 1.899235482724705437e-01 1.899235482724705437e-01
9.365274183644402457e-04 1.920778579926548102e-01 1.920778579926548102e-01
9.399599221585233470e-04 1.942614644273582825e-01 1.942614644273582825e-01
9.434050065584322076e-04 1.964748004180543461e-01 1.964748004180543461e-01
9.468627176738454027e-04 1.987183054573617713e-01 1.987183054573617713e-01
9.503331017834396781e-04 2.009924258450463130e-01 2.009924258450463130e-01
9.538162053355068613e-04 2.032976148505051261e-01 2.032976148505051261e-01
9.573120749485811804e-04 2.056343328814474736e-01 2.056343328814474736e-01
9.608207574120592115e-04 2.080030476584049104e-01 2.080030476584049104e-01
9.643422996868273060e-04 2.104042343946445348e-01 2.104042343946445348e-01
9.678767489058908617e-04 2.128383759809760745e-01 2.128383759809760745e-01
9.714241523750016425e-04 2.153059631748734382e-01 2.153059631748734382e-01
9.749845575732962646e-04 2.178074947932711614e-01 2.178074947932711614e-01
9.785580121539293706e-04 2.203434779083158213e-01 2.203434779083158213e-01
9.821445639447074546e-04 2.229144280453013716e-01 2.229144280453013716e-01
9.857442609487363470e-04 2.255208693819763244e-01 2.255208693819763244e-01
9.893571513450584009e-04 2.281633349483315754e-01 2.281633349483315754e-01
9.929832834892993263e-04 2.308423668259755035e-01 2.308423668259755035e-01
9.966227059143156763e-04 2.335585163461508518e-01 2.335585163461508518e-01
1.000275467330840381e-03 2.363123442854410672e-01 2.363123442854410672e-01
1.003941616628141941e-03 2.391044210582168872e-01 2.391044210582168872e-01
1.007621202874674085e-03 2.419353269048579724e-01 2.419353269048579724e-01
1.011314275318730407e-03 2.448056520748334297e-01 2.448056520748334297e-01
1.015020883389109634e-03 2.477159970037580428e-01 2.477159970037580428e-01
1.018741076695772654e-03 2.506669724835741131e-01 2.506669724835741131e-01
1.022474905030507780e-03 2.536591998251074287e-01 2.536591998251074287e-01
1.026222418367598622e-03 2.566933110123142403e-01 2.566933110123142403e-01
1.029983666864488050e-03 2.597699488476359342e-01 2.597699488476359342e-01
1.033758700862456035e-03 2.628897670880225301e-01 2.628897670880225301e-01
1.037547570887290558e-03 2.660534305712819458e-01 2.660534305712819458e-01
1.041350327649960680e-03 2.692616153325915196e-01 2.692616153325915196e-01
1.045167022047301109e-03 2.725150087111726238e-01 2.725150087111726238e-01
1.048997705162689389e-03 2.758143094472783607e-01 2.758143094472783607e-01
1.052842428266731337e-03 2.791602277698659318e-01 2.791602277698659318e-01
1.056701242817946907e-03 2.825534854755004099e-01 2.825534854755004099e-01
1.060574200463456490e-03 2.859948159992448669e-01 2.859948159992448669e-01
1.064461353039676973e-03 2.894849644785133513e-01 2.894849644785133513e-01
1.068362752573012156e-03 2.930246878110451259e-01 2.930246878110451259e-01
1.072278451280550549e-03 2.966147547083963221e-01 2.966147547083963221e-01
1.076208501570760775e-03 3.002559457465209802e-01 3.002559457465209802e-01
1.080152956044198908e-03 3.039490534152344825e-01 3.039490534152344825e-01
1.084111867494208428e-03 3.076948821684984958e-01 3.076948821684984958e-01
1.088085288907627343e-03 3.114942484776595522e-01 3.114942484776595522e-01
1.092073273465499856e-03 3.153479808899028458e-01 3.153479808899028458e-01
1.096075874543781751e-03 3.192569200942929064e-01 3.192569200942929064e-01
1.100093145714062899e-03 3.232219189978859375e-01 3.232219189978859375e-01
1.104125140744280885e-03 3.272438428144181510e-01 3.272438428144181510e-01
1.108171913599436580e-03 3.313235691681167827e-01 3.313235691681167827e-01
1.112233518442323592e-03 3.354619882151668731e-01 3.354619882151668731e-01
1.116310009634248175e-03 3.396600027852623160e-01 3.396600027852623160e-01
1.120401441735759118e-03 3.439185285456050623e-01 3.439185285456050623e-01
1.124507869507377841e-03 3.482384941895234065e-01 3.482384941895234065e-01
1.128629347910327634e-03 3.526208416516847244e-01 3.526208416516847244e-01
1.132765932107275466e-03 3.570665263516335508e-01 3.570665263516335508e-01
1.136917677463067291e-03 3.615765174670420579e-01 3.615765174670420579e-01
1.141084639545465523e-03 3.661517982377412439e-01 3.661517982377412439e-01
1.145266874125899954e-03 3.707933663011912517e-01 3.707933663011912517e-01
1.149464437180208699e-03 3.755022340595806085e-01 3.755022340595806085e-01
1.153677384889389545e-03 3.802794290782983144e-01 3.802794290782983144e-01
1.157905773640352824e-03 3.851259945149847486e-01 3.851259945149847486e-01
1.162149660026670379e-03 3.900429895778244060e-01 3.900429895778244060e-01
1.166409100849342094e-03 3.950314900112227301e-01 3.950314900112227301e-01
1.170684153117550717e-03 4.000925886063757542e-01 4.000925886063757542e-01
1.174974874049422103e-03 4.052273957337363952e-01 4.052273957337363952e-01
1.179281321072798462e-03 4.104370398938124720e-01 4.104370398938124720e-01
1.183603551826001429e-03 4.157226682821686947e-01 4.157226682821686947e-01
1.187941624158605526e-03 4.210854473640550655e-01 4.210854473640550655e-01
1.192295596132212938e-03 4.265265634536183903e-01 4.265265634536183903e-01
1.196665526021226111e-03 4.320472232922592526e-01 4.320472232922592526e-01
1.201051472313635540e-03 4.376486546204337302e-01 4.376486546204337302e-01
1.205453493711797566e-03 4.433321067369104806e-01 4.433321067369104806e-01
1.209871649133217398e-03 4.490988510394353095e-01 4.490988510394353095e-01
1.214305997711345340e-03 4.549501815407347438e-01 4.549501815407347438e-01
1.218756598796362414e-03 4.608874153538548013e-01 4.608874153538548013e-01
1.223223511955976155e-03 4.669118931411438966e-01 4.669118931411438966e-01
1.227706796976218160e-03 4.730249795215153985e-01 4.730249795215153985e-01
1.232206513862245953e-03 4.792280634311610332e-01 4.792280634311610332e-01
1.236722722839140101e-03 4.855225584335328137e-01 4.855225584335328137e-01
1.241255484352718225e-03 4.919099029752459495e-01 4.919099029752459495e-01
1.245804859070340350e-03 4.983915605854249420e-01 4.983915605854249420e-01
1.250370907881717284e-03 5.049690200171319532e-01 5.049690200171319532e-01
1.254953691899732878e-03 5.116437953306829378e-01 5.116437953306829378e-01
1.259553272461256743e-03 5.184174259199015866e-01 5.184174259199015866e-01
1.264169711127966942e-03 5.252914764837683936e-01 5.252914764837683936e-01
1.268803069687174856e-03 5.322675369473094387e-01 5.322675369473094387e-01
1.273453410152647000e-03 5.393472223370321394e-01 5.393472223370321394e-01
1.278120794765442905e-03 5.465321726177010397e-01 5.465321726177010397e-01
1.282805285994744740e-03 5.538240524986240976e-01 5.538240524986240976e-01
1.287506946538688468e-03 5.612245512190366936e-01 5.612245512190366936e-01
1.292225839325211690e-03 5.687353823234513328e-01 5.687353823234513328e-01
1.296962027512890215e-03 5.763582834389182619e-01 5.763582834389182619e-01
1.301715574491785253e-03 5.840950160671728453e-01 5.840950160671728453e-01
1.306486543884291919e-03 5.919473654053559741e-01 5.919473654053559741e-01
1.311274999545987288e-03 5.999171402095004879e-01 5.999171402095004879e-01
1.316081005566491257e-03 6.080061727152209494e-01 6.080061727152209494e-01
1.320904626270321975e-03 6.162163186298907913e-01 6.162163186298907913e-01
1.325745926217750852e-03 6.245494572101935038e-01 6.245494572101935038e-01
1.330604970205676637e-03 6.330074914381490503e-01 6.330074914381490503e-01
1.335481823268486060e-03 6.415923483074539302e-01 6.415923483074539302e-01
1.340376550678925747e-03 6.503059792304867193e-01 6.503059792304867193e-01
1.345289217948977822e-03 6.591503605743540550e-01 6.591503605743540550e-01
1.350219890830730955e-03 6.681274943320054671e-01 6.681274943320054671e-01
1.355168635317267672e-03 6.772394089318376498e-01 6.772394089318376498e-01
1.360135517643545596e-03 6.864881601861679838e-01 6.864881601861679838e-01
1.365120604287277601e-03 6.958758323757296971e-01 6.958758323757296971e-01
1.370123961969831050e-03 7.054045394639423261e-01 7.054045394639423261e-01
1.375145657657115541e-03 7.150764264309941165e-01 7.150764264309941165e-01
1.380185758560479323e-03 7.248936707142267233e-01 7.248936707142267233e-01
1.385244332137611787e-03 7.348584837376207490e-01 7.348584837376207490e-01
1.390321446093439233e-03 7.449731125096697992e-01 7.449731125096697992e-01
1.395417168381040589e-03 7.552398412657167492e-01 7.552398412657167492e-01
1.400531567202550984e-03 7.656609931277750247e-01 7.656609931277750247e-01
1.405664711010077249e-03 7.762389317524962529e-01 7.762389317524962529e-01
1.410816668506608210e-03 7.869760629358987236e-01 7.869760629358987236e-01
1.415987508646943203e-03 7.978748361423350088e-01 7.978748361423350088e-01
1.421177300638609524e-03 8.089377459245254975e-01 8.089377459245254975e-01
1.426386113942788771e-03 8.201673332019563389e-01 8.201673332019563389e-01
1.431614018275249910e-03 8.315661863661655273e-01 8.315661863661655273e-01
1.436861083607274964e-03 8.431369421836348854e-01 8.431369421836348854e-01
1.442127380166605089e-03 8.548822864703543578e-01 8.548822864703543578e-01
1.447412978438375811e-03 8.668049545162449521e-01 8.668049545162449521e-01
1.452717949166056153e-03 8.789077312429491862e-01 8.789077312429491862e-01
1.458042363352404476e-03 8.911934510846512003e-01 8.911934510846512003e-01
1.463386292260412383e-03 9.036649975885107100e-01 9.036649975885107100e-01
1.468749807414260113e-03 9.163253027390948491e-01 9.163253027390948491e-01
1.474132980600276069e-03 9.291773460194179268e-01 9.291773460194179268e-01
1.479535883867890908e-03 9.422241532298479827e-01 9.422241532298479827e-01
1.484958589530610724e-03 9.554687950949941611e-01 9.554687950949941611e-01
1.490401170166980906e-03 9.689143856973214675e-01 9.689143856973214675e-01
1.495863698621553023e-03 9.825640807846550695e-01 9.825640807846550695e-01
1.501346248005868203e-03 9.964210760064821093e-01 9.964210760064821093e-01
1.506848891699430308e-03 1.010488605140621443e+00 1.010488605140621443e+00
1.512371703350689524e-03 1.024769938377489087e+00 1.024769938377489087e+00
1.517914756878028983e-03 1.039268380733125330e+00 1.039268380733125330e+00
1.523478126470748789e-03 1.053987270664356046e+00 1.053987270664356046e+00
1.529061886590067599e-03 1.068929978959674898e+00 1.068929978959674898e+00
1.534666111970115106e-03 1.084099907977195354e+00 1.084099907977195354e+00
1.540290877618926899e-03 1.099500491296590221e+00 1.099500491296590221e+00
1.545936258819458628e-03 1.115135193844881467e+00 1.115135193844881467e+00
1.551602331130586508e-03 1.131007512546201799e+00 1.131007512546201799e+00
1.557289170388121259e-03 1.147120977533697683e+00 1.147120977533697683e+00
1.562996852705823142e-03 1.163479153947157840e+00 1.163479153947157840e+00
1.568725454476415900e-03 1.180085644323379368e+00 1.180085644323379368e+00
1.574475052372617621e-03 1.196944091567960999e+00 1.196944091567960999e+00
1.580245723348163139e-03 1.214058182477299797e+00 1.214058182477299797e+00
1.586037544638828171e-03 1.231431651759098855e+00 1.231431651759098855e+00
1.591850593763473190e-03 1.249068286478864698e+00 1.249068286478864698e+00
1.597684948525074713e-03 1.266971930839358329e+00 1.266971930839358329e+00
1.603540687011768308e-03 1.285146491180951145e+00 1.285146491180951145e+00
1.609417887597892460e-03 1.303595941073549591e+00 1.303595941073549591e+00
1.615316628945041551e-03 1.322324326356405733e+00 1.322324326356405733e+00
1.621236990003109514e-03 1.341335769971255587e+00 1.341335769971255587e+00
1.627179050011358418e-03 1.360634476427877715e+00 1.360634476427877715e+00
1.633142888499473184e-03 1.380224735739508768e+00 1.380224735739508768e+00
1.639128585288620850e-03 1.400110926669779321e+00 1.400110926669779321e+00
1.645136220492529134e-03 1.420297519142977416e+00 1.420297519142977416e+00
1.651165874518552637e-03 1.440789075685609877e+00 1.440789075685609877e+00
1.657217628068749895e-03 1.461590251790087613e+00 1.461590251790087613e+00
1.663291562140964755e-03 1.482705795119997783e+00 1.482705795119997783e+00
1.669387758029905596e-03 1.504140543510934291e+00 1.504140543510934291e+00
1.675506297328241672e-03 1.525899421760338326e+00 1.525899421760338326e+00
1.681647261927690564e-03 1.547987437243218967e+00 1.547987437243218967e+00
1.687810734020109759e-03 1.570409674437055481e+00 1.570409674437055481e+00
1.693996796098606438e-03 1.593171288486971537e+00 1.593171288486971537e+00
1.700205530958634470e-03 1.616277497989571987e+00 1.616277497989571987e+00
1.706437021699105288e-03 1.639733577219421479e+00 1.639733577219421479e+00
1.712691351723500495e-03 1.663544848063322812e+00 1.663544848063322812e+00
1.718968604740982306e-03 1.687716671962837367e+00 1.687716671962837367e+00
1.725268864767523719e-03 1.712254442192711057e+00 1.712254442192711057e+00
1.731592216127028063e-03 1.737163576819838573e+00 1.737163576819838573e+00
1.737938743452452665e-03 1.762449512692936038e+00 1.762449512692936038e+00
1.744308531686950946e-03 1.788117700805244903e+00 1.788117700805244903e+00
1.750701666085003683e-03 1.814173603350211827e+00 1.814173603350211827e+00
1.757118232213561318e-03 1.840622692753082656e+00 1.840622692753082656e+00
1.763558315953190399e-03 1.867470452908855272e+00 1.867470452908855272e+00
1.770022003499216760e-03 1.894722382790004600e+00 1.894722382790004600e+00
1.776509381362889302e-03 1.922384002506988043e+00 1.922384002506988043e+00
1.783020536372533155e-03 1.950460861812121305e+00 1.950460861812121305e+00
1.789555555674705216e-03 1.978958550936265492e+00 1.978958550936265492e+00
1.796114526735372897e-03 2.007882713540761532e+00 2.007882713540761532e+00
1.802697537341076389e-03 2.037239061457732259e+00 2.037239061457732259e+00
1.809304675600105885e-03 2.067033390785730784e+00 2.067033390785730784e+00
1.815936029943682715e-03 2.097271598808523763e+00 2.097271598808523763e+00
1.822591689127134838e-03 2.127959701118329328e+00 2.127959701118329328e+00
1.829271742231097482e-03 2.159103848256292313e+00 2.159103848256292313e+00
1.835976278662696231e-03 2.190710341136707928e+00 2.190710341136707928e+00
1.842705388156748317e-03 2.222785644503133096e+00 2.222785644503133096e+00
1.849459160776956114e-03 2.255336397676752647e+00 2.255336397676752647e+00
1.856237686917123608e-03 2.288369421904122181e+00 2.288369421904122181e+00
1.863041057302358781e-03 2.321891723693259912e+00 2.321891723693259912e+00
1.869869362990289651e-03 2.355910493645472226e+00 2.355910493645472226e+00
1.876722695372285300e-03 2.390433100442713066e+00 2.390433100442713066e+00
1.883601146174671481e-03 2.425467079834115136e+00 2.425467079834115136e+00
1.890504807459968779e-03 2.461020118675777635e+00 2.461020118675777635e+00
1.897433771628120359e-03 2.497100034307344618e+00 2.497100034307344618e+00
1.904388131417722105e-03 2.533714749789901077e+00 2.533714749789901077e+00
1.911367979907275302e-03 2.570872265771716236e+00 2.570872265771716236e+00
1.918373410516425667e-03 2.608580629979811771e+00 2.608580629979811771e+00
1.925404517007214518e-03 2.646847905545263835e+00 2.646847905545263835e+00
1.932461393485336229e-03 2.685682139545083835e+00 2.685682139545083835e+00
1.939544134401389617e-03 2.725091333271717264e+00 2.725091333271717264e+00
1.946652834552154267e-03 2.765083415811387724e+00 2.765083415811387724e+00
1.953787589081853408e-03 2.805666222513765184e+00 2.805666222513765184e+00
1.960948493483420044e-03 2.846847479860908692e+00 2.846847479860908692e+00
1.968135643599789979e-03 2.888634798087228006e+00 2.888634798087228006e+00
1.975349135625173360e-03 2.931035672661904901e+00 2.931035672661904901e+00
1.982589066106345537e-03 2.974057495424656139e+00 2.974057495424656139e+00
1.989855531943942029e-03 3.017707575769353223e+00 3.017707575769353223e+00
1.997148630393746124e-03 3.061993171810195591e+00 3.061993171810195591e+00
2.004468459068003798e-03 3.106921530957772681e+00 3.106921530957772681e+00
2.011815115936723027e-03 3.152499938796410550e+00 3.152499938796410550e+00
2.019188699328979160e-03 3.198735774616403571e+00 3.198735774616403571e+00
2.026589307934244157e-03 3.245636571440643880e+00 3.245636571440643880e+00
2.034017040803698471e-03 3.293210077925795343e+00 3.293210077925795343e+00
2.041471997351558543e-03 3.341464319144580752e+00 3.341464319144580752e+00
2.048954277356408206e-03 3.390407652997274646e+00 3.390407652997274646e+00
2.056463980962535722e-03 3.440048818885051318e+00 3.440048818885051318e+00
2.064001208681265614e-03 3.490396975328454499e+00 3.490396975328454499e+00
2.071566061392319559e-03 3.541461723448010801e+00 3.541461723448010801e+00
2.079158640345148221e-03 3.593253113648317232e+00 3.593253113648317232e+00
2.086779047160302551e-03 3.645781633463434535e+00 3.645781633463434535e+00
2.094427383830785132e-03 3.699058175315431019e+00 3.699058175315431019e+00
2.102103752723415847e-03 3.753093983889761009e+00 3.753093983889761009e+00
2.109808256580204908e-03 3.807900583904582081e+00 3.807900583904582081e+00
2.117540998519727193e-03 3.863489690202055904e+00 3.863489690202055904e+00
2.125302082038496142e-03 3.919873103263659786e+00 3.919873103263659786e+00
2.133091611012362387e-03 3.977062594386098215e+00 3.977062594386098215e+00
2.140909689697887211e-03 4.035069785781209895e+00 4.035069785781209895e+00
2.148756422733754182e-03 4.093906031714269922e+00 4.093906031714269922e+00
2.156631915142158667e-03 4.153582307398707485e+00 4.153582307398707485e+00
2.164536272330218596e-03 4.214109112660842982e+00 4.214109112660842982e+00
2.172469600091382624e-03 4.275496397319219710e+00 4.275496397319219710e+00
2.180432004606850001e-03 4.337753514750202655e+00 4.337753514750202655e+00
2.188423592446981768e-03 4.400889209211050535e+00 4.400889209211050535e+00
2.196444470572743186e-03 4.464911641163908484e+00 4.464911641163908484e+00
2.204494746337117960e-03 4.529828453110770425e+00 4.529828453110770425e+00
2.212574527486559344e-03 4.595646876365393041e+00 4.595646876365393041e+00
2.220683922162425619e-03 4.662373876828938890e+00 4.662373876828938890e+00
2.228823038902426421e-03 4.730016335313276699e+00 4.730016335313276699e+00
2.236991986642078174e-03 4.798581255398742584e+00 4.798581255398742584e+00
2.245190874716161689e-03 4.868075989376404955e+00 4.868075989376404955e+00
2.253419812860186274e-03 4.938508470673371953e+00 4.938508470673371953e+00
2.261678911211850804e-03 5.009887439463581060e+00 5.009887439463581060e+00
2.269968280312533414e-03 5.082222647089241541e+00 5.082222647089241541e+00
2.278288031108753001e-03 5.155525024601729456e+00 5.155525024601729456e+00
2.286638274953668899e-03 5.229806801292056662e+00 5.229806801292056662e+00
2.295019123608564061e-03 5.305081560585120926e+00 5.305081560585120926e+00
2.303430689244341262e-03 5.381364223141003933e+00 5.381364223141003933e+00
2.311873084443025802e-03 5.458670950394567178e+00 5.458670950394567178e+00
2.320346422199274280e-03 5.537018965965756045e+00 5.537018965965756045e+00
2.328850815921877301e-03 5.616426297215801000e+00 5.616426297215801000e+00
2.337386379435293406e-03 5.696911444477255948e+00 5.696911444477255948e+00
2.345953226981154806e-03 5.778492990862500456e+00 5.778492990862500456e+00
2.354551473219813028e-03 5.861189170734517617e+00 5.861189170734517617e+00
2.363181233231861564e-03 5.945017419550623572e+00 5.945017419550623572e+00
2.371842622519682378e-03 6.029993931511943295e+00 6.029993931511943295e+00
2.380535757008988076e-03 6.116133253920085444e+00 6.116133253920085444e+00
2.389260753050379254e-03 6.203447948052217775e+00 6.203447948052217775e+00
2.398017727420888832e-03 6.291948345462793135e+00 6.291948345462793135e+00
2.406806797325564996e-03 6.381642425738411006e+00 6.381642425738411006e+00
2.415628080399017698e-03 6.472535836803045228e+00 6.472535836803045228e+00
2.424481694707012434e-03 6.564632071959317194e+00 6.564632071959317194e+00
2.433367758748040174e-03 6.657932809152716125e+00 6.657932809152716125e+00
2.442286391454903758e-03 6.752438407817597188e+00 6.752438407817597188e+00
2.451237712196313416e-03 6.848148547605172887e+00 6.848148547605172887e+00
2.460221840778482709e-03 6.945062981949763348e+00 6.945062981949763348e+00
2.469238897446726210e-03 7.043182368557434181e+00 7.043182368557434181e+00
2.478289002887083207e-03 7.142509129331498841e+00 7.142509129331498841e+00
2.487372278227914513e-03 7.243048284832432238e+00 7.243048284832432238e+00
2.496488845041540481e-03 7.344808203912625011e+00 7.344808203912625011e+00
2.505638825345858633e-03 7.447801208351080504e+00 7.447801208351080504e+00
2.514822341605979939e-03 7.552043975641561602e+00 7.552043975641561602e+00
2.524039516735865959e-03 7.657557690798753924e+00 7.657557690798753924e+00
2.533290474099978134e-03 7.764367910085669955e+00 7.764367910085669955e+00
2.542575337514918401e-03 7.872504115543929260e+00 7.872504115543929260e+00
2.551894231251101031e-03 7.981998958413058176e+00 7.981998958413058176e+00
2.561247280034409293e-03 8.092887210933966458e+00 8.092887210933966458e+00
2.570634609047855578e-03 8.205204468373993976e+00 8.205204468373993976e+00
2.580056343933274498e-03 8.318985664924561263e+00 8.318985664924561263e+00
2.589512610792992549e-03 8.434263486842716873e+00 8.434263486842716873e+00
2.599003536191517739e-03 8.551066782261456112e+00 8.551066782261456112e+00
2.608529247157236573e-03 8.669419077981192601e+00 8.669419077981192601e+00
2.618089871184113224e-03 8.789337317958882068e+00 8.789337317958882068e+00
2.627685536233388252e-03 8.910830935084371518e+00 8.910830935084371518e+00
2.637316370735308564e-03 9.033901356496372159e+00 9.033901356496372159e+00
2.646982503590824404e-03 9.158542022924985204e+00 9.158542022924985204e+00
2.656684064173334484e-03 9.284738974695564195e+00 9.284738974695564195e+00
2.666421182330406831e-03 9.412472022049788833e+00 9.412472022049788833e+00
2.676193988385518717e-03 9.541716476985644846e+00 9.541716476985644846e+00
2.686002613139800484e-03 9.672445380206157850e+00 9.672445380206157850e+00
2.695847187873790657e-03 9.804632112940371513e+00 9.804632112940371513e+00
2.705727844349180202e-03 9.938253242769402362e+00 9.938253242769402362e+00
2.715644714810596261e-03 1.007329141881003132e+01 1.007329141881003132e+01
2.725597931987350751e-03 1.020973810826148842e+01 1.020973810826148842e+01
2.735587629095234501e-03 1.034759595657044429e+01 1.034759595657044429e+01
2.745613939838290139e-03 1.048688055966144717e+01 1.048688055966144717e+01
2.755676998410604497e-03 1.062762146003665009e+01 1.062762146003665009e+01
2.765776939498104485e-03 1.076986221889684181e+01 1.076986221889684181e+01
2.775913898280362498e-03 1.091365947211876630e+01 1.091365947211876630e+01
2.786088010432394464e-03 1.105908094583938528e+01 1.105908094583938528e+01
2.796299412126495611e-03 1.120620248320926038e+01 1.120620248320926038e+01
2.806548240034039809e-03 1.135510421233710510e+01 1.135510421233710510e+01
2.816834631327329655e-03 1.150586606082153729e+01 1.150586606082153729e+01
2.827158723681420967e-03 1.165856288873566804e+01 1.165856288873566804e+01
2.837520655275966794e-03 1.181325956402642952e+01 1.181325956402642952e+01
2.847920564797068368e-03 1.197000633719843954e+01 1.197000633719843954e+01
2.858358591439134292e-03 1.212883488200959015e+01 1.212883488200959015e+01
2.868834874906731058e-03 1.228975535300914679e+01 1.228975535300914679e+01
2.879349555416472594e-03 1.245275476777007384e+01 1.245275476777007384e+01
2.889902773698875982e-03 1.261779695185504657e+01 1.261779695185504657e+01
2.900494671000264021e-03 1.278482418999061920e+01 1.278482418999061920e+01
2.911125389084642627e-03 1.295376061171680959e+01 1.295376061171680959e+01
2.921795070235604259e-03 1.312451721025831652e+01 1.312451721025831652e+01
2.932503857258230047e-03 1.329699825802585345e+01 1.329699825802585345e+01
2.943251893481001018e-03 1.347110875141121866e+01 1.347110875141121866e+01
2.954039322757721475e-03 1.364676240304980759e+01 1.364676240304980759e+01
2.964866289469429358e-03 1.382388961340458344e+01 1.382388961340458344e+01
2.975732938526353018e-03 1.400244480622866305e+01 1.400244480622866305e+01
2.986639415369823306e-03 1.418241251251297719e+01 1.418241251251297719e+01
2.997585865974244229e-03 1.436381163938063388e+01 1.436381163938063388e+01
3.008572436849032798e-03 1.454669746362066718e+01 1.454669746362066718e+01
3.019599275040583605e-03 1.473116103849232417e+01 1.473116103849232417e+01
3.030666528134236433e-03 1.491732588646660673e+01 1.491732588646660673e+01
3.041774344256255140e-03 1.510534205523244999e+01 1.510534205523244999e+01
3.052922872075798742e-03 1.529537782281530411e+01 1.529537782281530411e+01
3.064112260806931085e-03 1.548760953282562625e+01 1.548760953282562625e+01
3.075342660210593233e-03 1.568221020676770117e+01 1.568221020676770117e+01
3.086614220596631784e-03 1.587933770380392140e+01 1.587933770380392140e+01
3.097927092825795981e-03 1.607912326973450945e+01 1.607912326973450945e+01
3.109281428311760822e-03 1.628166133045213471e+01 1.628166133045213471e+01
3.120677379023153661e-03 1.648700133871912854e+01 1.648700133871912854e+01
3.132115097485591634e-03 1.669514237816979119e+01 1.669514237816979119e+01
3.143594736783709553e-03 1.690603106942547385e+01 1.690603106942547385e+01
3.155116450563231600e-03 1.711956311755134053e+01 1.711956311755134053e+01
3.166680393033002253e-03 1.733558859822309017e+01 1.733558859822309017e+01
3.178286718967072728e-03 1.755392081554906270e+01 1.755392081554906270e+01
3.189935583706759656e-03 1.777434829432916885e+01 1.777434829432916885e+01
3.201627143162726324e-03 1.799664921324853495e+01 1.799664921324853495e+01
3.213361553817072145e-03 1.822060736440069562e+01 1.822060736440069562e+01
3.225138972725426472e-03 1.844602855977062461e+01 1.844602855977062461e+01
3.236959557519041540e-03 1.867275631540897152e+01 1.867275631540897152e+01
3.248823466406922274e-03 1.890068564216559821e+01 1.890068564216559821e+01
3.260730858177918363e-03 1.912977386338075547e+01 1.912977386338075547e+01
3.272681892202872721e-03 1.936004756086109069e+01 1.936004756086109069e+01
3.284676728436742611e-03 1.959160500721230136e+01 1.959160500721230136e+01
3.296715527420741171e-03 1.982461375340553644e+01 1.982461375340553644e+01
3.308798450284487595e-03 2.005930337812763753e+01 2.005930337812763753e+01
3.320925658748167739e-03 2.029595374110229145e+01 2.029595374110229145e+01
3.333097315124683869e-03 2.053487938938547330e+01 2.053487938938547330e+01
3.345313582321848226e-03 2.077641102223178393e+01 2.077641102223178393e+01
3.357574623844552728e-03 2.102087511246336504e+01 2.102087511246336504e+01
