# Q counts scale_i
# # counts ~ Poisson(I_sys*scale_i)
8.239694215706029959e-04 2.001680000000000000e+05 9.268138326951049777e-01
8.269893845853410917e-04 1.994910000000000000e+05 9.364593717550301344e-01
8.300204161863296466e-04 2.002960000000000000e+05 9.462289904743201863e-01
8.330625569414841156e-04 2.000870000000000000e+05 9.561244844082702476e-01
8.361158475674042951e-04 1.998110000000000000e+05 9.661476775988419030e-01
8.391803289299248816e-04 2.004420000000000000e+05 9.763004229071458040e-01
8.422560420446593065e-04 1.999500000000000000e+05 9.865846023033689738e-01
8.453430280775465003e-04 2.003380000000000000e+05 9.970021271957920650e-01
8.484413283454067620e-04 1.994080000000000000e+05 1.007554938714591897e+00
8.515509843164916675e-04 1.996070000000000000e+05 1.018245008008682451e+00
8.546720376110395053e-04 2.000460000000000000e+05 1.029074336535073408e+00
8.578045300018336417e-04 2.001070000000000000e+05 1.040044956348989080e+00
8.609485034147576314e-04 1.993520000000000000e+05 1.051158930379547884e+00
8.641039999293620389e-04 2.004520000000000000e+05 1.062418352719689096e+00
8.672710617794249710e-04 1.996330000000000000e+05 1.073825348913653555e+00
8.704497313535143437e-04 1.994630000000000000e+05 1.085382076238378790e+00
8.736400511955609918e-04 2.001000000000000000e+05 1.097090724012152130e+00
8.768420640054239721e-04 1.994650000000000000e+05 1.108953513875292396e+00
8.800558126394636719e-04 1.996600000000000000e+05 1.120972700124008847e+00
8.832813401111156782e-04 1.998590000000000000e+05 1.133150570025974080e+00
8.865186895914632355e-04 1.992820000000000000e+05 1.145489444161857939e+00
8.897679044098203305e-04 2.003320000000000000e+05 1.157991676776819912e+00
8.930290280543088125e-04 1.999340000000000000e+05 1.170659656168100193e+00
8.963021041724381164e-04 2.001320000000000000e+05 1.183495805081296925e+00
8.995871765716943096e-04 2.002020000000000000e+05 1.196502581146030586e+00
9.028842892201233931e-04 1.999740000000000000e+05 1.209682477306002202e+00
9.061934862469201313e-04 2.005520000000000000e+05 1.223038022342127329e+00
9.095148119430200269e-04 2.001280000000000000e+05 1.236571781364765199e+00
9.128483107616883674e-04 2.000640000000000000e+05 1.250286356380168717e+00
9.161940273191203311e-04 1.991310000000000000e+05 1.264184386890548017e+00
9.195520063950361062e-04 2.006090000000000000e+05 1.278268550523232960e+00
9.229222929332765507e-04 1.994720000000000000e+05 1.292541563710445596e+00
9.263049320424112136e-04 2.009370000000000000e+05 1.307006182412893791e+00
9.296999689963376815e-04 1.999750000000000000e+05 1.321665202891392221e+00
9.331074492348886236e-04 1.997110000000000000e+05 1.336521462522152870e+00
9.365274183644402457e-04 1.995480000000000000e+05 1.351577840650941331e+00
9.399599221585233470e-04 1.995500000000000000e+05 1.366837259514519509e+00
9.434050065584322076e-04 2.007220000000000000e+05 1.382302685189544134e+00
9.468627176738454027e-04 2.001980000000000000e+05 1.397977128607795105e+00
9.503331017834396781e-04 2.001230000000000000e+05 1.413863646595131751e+00
9.538162053355068613e-04 2.001110000000000000e+05 1.429965342974870879e+00
9.573120749485811804e-04 2.005310000000000000e+05 1.446285369700372136e+00
9.608207574120592115e-04 1.999680000000000000e+05 1.462826928035280805e+00
9.643422996868273060e-04 2.007200000000000000e+05 1.479593269761371843e+00
9.678767489058908617e-04 2.002340000000000000e+05 1.496587698434757696e+00
9.714241523750016425e-04 2.002850000000000000e+05 1.513813570649694906e+00
9.749845575732962646e-04 2.002880000000000000e+05 1.531274297345376345e+00
9.785580121539293706e-04 2.000650000000000000e+05 1.548973345120212564e+00
9.821445639447074546e-04 1.995290000000000000e+05 1.566914237571621182e+00
9.857442609487363470e-04 2.006130000000000000e+05 1.585100556625712809e+00
9.893571513450584009e-04 1.998810000000000000e+05 1.603535943885675774e+00
9.929832834892993263e-04 1.998870000000000000e+05 1.622224101967284060e+00
9.966227059143156763e-04 1.994740000000000000e+05 1.641168795829567983e+00
1.000275467330840381e-03 2.003910000000000000e+05 1.660373854069597366e+00
1.003941616628141941e-03 2.002500000000000000e+05 1.679843170224997628e+00
1.007621202874674085e-03 1.994530000000000000e+05 1.699580704007769061e+00
1.011314275318730407e-03 2.003400000000000000e+05 1.719590482526688557e+00
1.015020883389109634e-03 1.990000000000000000e+05 1.739876601455711436e+00
1.018741076695772654e-03 1.998030000000000000e+05 1.760443226154354779e+00
1.022474905030507780e-03 1.993390000000000000e+05 1.781294592726255122e+00
1.026222418367598622e-03 2.000130000000000000e+05 1.802435009025239676e+00
1.029983666864488050e-03 2.004210000000000000e+05 1.823868855599755534e+00
1.033758700862456035e-03 2.006490000000000000e+05 1.845600586558487688e+00
1.037547570887290558e-03 1.999790000000000000e+05 1.867634730370992147e+00
1.041350327649960680e-03 2.004390000000000000e+05 1.889975890602853648e+00
1.045167022047301109e-03 1.996780000000000000e+05 1.912628746575268712e+00
1.048997705162689389e-03 1.999200000000000000e+05 1.935598053949783903e+00
1.052842428266731337e-03 1.998090000000000000e+05 1.958888645262341965e+00
1.056701242817946907e-03 2.006020000000000000e+05 1.982505430366973354e+00
1.060574200463456490e-03 2.003700000000000000e+05 2.006453396852859505e+00
1.064461353039676973e-03 1.997580000000000000e+05 2.030737610380469071e+00
1.068362752573012156e-03 2.004290000000000000e+05 2.055363215000108656e+00
1.072278451280550549e-03 2.001190000000000000e+05 2.080335433419132407e+00
1.076208501570760775e-03 1.995200000000000000e+05 2.105659567252397224e+00
1.080152956044198908e-03 1.997730000000000000e+05 2.131340997267167747e+00
1.084111867494208428e-03 2.006710000000000000e+05 2.157385183628067971e+00
1.088085288907627343e-03 2.004540000000000000e+05 2.183797666159078776e+00
1.092073273465499856e-03 2.001230000000000000e+05 2.210584064645657154e+00
1.096075874543781751e-03 1.992340000000000000e+05 2.237750079177603268e+00
1.100093145714062899e-03 2.001360000000000000e+05 2.265301490576252963e+00
1.104125140744280885e-03 1.999020000000000000e+05 2.293244160893276540e+00
1.108171913599436580e-03 1.999270000000000000e+05 2.321584034018245202e+00
1.112233518442323592e-03 2.006860000000000000e+05 2.350327136406861417e+00
1.116310009634248175e-03 2.005430000000000000e+05 2.379479577957374747e+00
1.120401441735759118e-03 2.002500000000000000e+05 2.409047553018634602e+00
1.124507869507377841e-03 2.000040000000000000e+05 2.439037341589289642e+00
1.128629347910327634e-03 1.991090000000000000e+05 2.469455310694669947e+00
1.132765932107275466e-03 2.001710000000000000e+05 2.500307915948676740e+00
1.136917677463067291e-03 1.998050000000000000e+05 2.531601703338224763e+00
1.141084639545465523e-03 2.002910000000000000e+05 2.563343311200203978e+00
1.145266874125899954e-03 2.001970000000000000e+05 2.595539472429659433e+00
1.149464437180208699e-03 1.998990000000000000e+05 2.628197016903905503e+00
1.153677384889389545e-03 1.999000000000000000e+05 2.661322874106488712e+00
1.157905773640352824e-03 2.005010000000000000e+05 2.694924075982068956e+00
1.162149660026670379e-03 2.004030000000000000e+05 2.729007759981449066e+00
1.166409100849342094e-03 2.005260000000000000e+05 2.763581172286300625e+00
1.170684153117550717e-03 1.999950000000000000e+05 2.798651671214082093e+00
1.174974874049422103e-03 1.994650000000000000e+05 2.834226730771856939e+00
1.179281321072798462e-03 2.003470000000000000e+05 2.870313944313193311e+00
1.183603551826001429e-03 1.999790000000000000e+05 2.906921028318144362e+00
1.187941624158605526e-03 2.014870000000000000e+05 2.944055826210004501e+00
1.192295596132212938e-03 1.998400000000000000e+05 2.981726312209160845e+00
1.196665526021226111e-03 2.005180000000000000e+05 3.019940595172408315e+00
1.201051472313635540e-03 1.996350000000000000e+05 3.058706922382496529e+00
1.205453493711797566e-03 1.998770000000000000e+05 3.098033683238937463e+00
1.209871649133217398e-03 2.002420000000000000e+05 3.137929412813373453e+00
1.214305997711345340e-03 2.001640000000000000e+05 3.178402795231212608e+00
1.218756598796362414e-03 1.994330000000000000e+05 3.219462666824225661e+00
1.223223511955976155e-03 2.004550000000000000e+05 3.261118019030997406e+00
1.227706796976218160e-03 2.010060000000000000e+05 3.303378000994557251e+00
1.232206513862245953e-03 1.995000000000000000e+05 3.346251921826800757e+00
1.236722722839140101e-03 1.993540000000000000e+05 3.389749252518423184e+00
1.241255484352718225e-03 2.000190000000000000e+05 3.433879627462632644e+00
1.245804859070340350e-03 1.997450000000000000e+05 3.478652845575250563e+00
1.250370907881717284e-03 1.998570000000000000e+05 3.524078871010567049e+00
1.254953691899732878e-03 2.001660000000000000e+05 3.570167833460129447e+00
1.259553272461256743e-03 2.009920000000000000e+05 3.616930028058181978e+00
1.264169711127966942e-03 2.000080000000000000e+05 3.664375914884621555e+00
1.268803069687174856e-03 1.998760000000000000e+05 3.712516118131667042e+00
1.273453410152647000e-03 2.000900000000000000e+05 3.761361424924165142e+00
1.278120794765442905e-03 1.992530000000000000e+05 3.810922783891969257e+00
1.282805285994744740e-03 1.990860000000000000e+05 3.861211303503398806e+00
1.287506946538688468e-03 1.998770000000000000e+05 3.912238250262961348e+00
1.292225839325211690e-03 2.003740000000000000e+05 3.964015046829910460e+00
1.296962027512890215e-03 2.000500000000000000e+05 4.016553270148427224e+00
1.301715574491785253e-03 1.996880000000000000e+05 4.069864649678073043e+00
1.306486543884291919e-03 1.994000000000000000e+05 4.123961065813730897e+00
1.311274999545987288e-03 2.001430000000000000e+05 4.178854548611417918e+00
1.316081005566491257e-03 2.003490000000000000e+05 4.234557276893131217e+00
1.320904626270321975e-03 1.995790000000000000e+05 4.291081577859144680e+00
1.325745926217750852e-03 1.995950000000000000e+05 4.348439927277152783e+00
1.330604970205676637e-03 1.999460000000000000e+05 4.406644950358189483e+00
1.335481823268486060e-03 2.001330000000000000e+05 4.465709423393112054e+00
1.340376550678925747e-03 1.997390000000000000e+05 4.525646276219672970e+00
1.345289217948977822e-03 2.001750000000000000e+05 4.586468595575580842e+00
1.350219890830730955e-03 2.000010000000000000e+05 4.648189629392049049e+00
1.355168635317267672e-03 1.999430000000000000e+05 4.710822792027920869e+00
1.360135517643545596e-03 1.998320000000000000e+05 4.774381670466548933e+00
1.365120604287277601e-03 2.001090000000000000e+05 4.838880031441851415e+00
1.370123961969831050e-03 1.998530000000000000e+05 4.904331829454513070e+00
1.375145657657115541e-03 1.995270000000000000e+05 4.970751215603726791e+00
1.380185758560479323e-03 2.005440000000000000e+05 5.038152547143088356e+00
1.385244332137611787e-03 2.005090000000000000e+05 5.106550397636937966e+00
1.390321446093439233e-03 1.996530000000000000e+05 5.175959567575760367e+00
1.395417168381040589e-03 2.001750000000000000e+05 5.246395095278377774e+00
1.400531567202550984e-03 1.996810000000000000e+05 5.317872267897085337e+00
1.405664711010077249e-03 2.001590000000000000e+05 5.390406632319972857e+00
1.410816668506608210e-03 2.001790000000000000e+05 5.464014005751887559e+00
1.415987508646943203e-03 2.008050000000000000e+05 5.538710485749274604e+00
1.421177300638609524e-03 1.999450000000000000e+05 5.614512459476729056e+00
1.426386113942788771e-03 1.993370000000000000e+05 5.691436611960270398e+00
1.431614018275249910e-03 2.000170000000000000e+05 5.769499933121178259e+00
1.436861083607274964e-03 2.003130000000000000e+05 5.848719723387473479e+00
1.442127380166605089e-03 2.007950000000000000e+05 5.929113597702365013e+00
1.447412978438375811e-03 1.997470000000000000e+05 6.010699487780817307e+00
1.452717949166056153e-03 2.000030000000000000e+05 6.093495642505587284e+00
1.458042363352404476e-03 2.001600000000000000e+05 6.177520626391938663e+00
1.463386292260412383e-03 2.005320000000000000e+05 6.262793316093167917e+00
1.468749807414260113e-03 2.000620000000000000e+05 6.349332894988394926e+00
1.474132980600276069e-03 1.994000000000000000e+05 6.437158845939602081e+00
1.479535883867890908e-03 2.001370000000000000e+05 6.526290942364480152e+00
1.484958589530610724e-03 1.998100000000000000e+05 6.616749237841974995e+00
1.490401170166980906e-03 1.996160000000000000e+05 6.708554054510637243e+00
1.495863698621553023e-03 2.002050000000000000e+05 6.801725970604612037e+00
1.501346248005868203e-03 2.003480000000000000e+05 6.896285807490262876e+00
1.506848891699430308e-03 2.000310000000000000e+05 6.992254616641348619e+00
1.512371703350689524e-03 1.993860000000000000e+05 7.089653667017369543e+00
1.517914756878028983e-03 1.992540000000000000e+05 7.188504433334250265e+00
1.523478126470748789e-03 1.998340000000000000e+05 7.288828585734504983e+00
1.529061886590067599e-03 1.996160000000000000e+05 7.390647981362982399e+00
1.534666111970115106e-03 1.999520000000000000e+05 7.493984658342006000e+00
1.540290877618926899e-03 2.003380000000000000e+05 7.598860832599320325e+00
1.545936258819458628e-03 1.997580000000000000e+05 7.705298897969210969e+00
1.551602331130586508e-03 2.000890000000000000e+05 7.813321429890024206e+00
1.557289170388121259e-03 1.996810000000000000e+05 7.922951192976834811e+00
1.562996852705823142e-03 2.003300000000000000e+05 8.034211152607440454e+00
1.568725454476415900e-03 1.995640000000000000e+05 8.147124490581409972e+00
1.574475052372617621e-03 1.995860000000000000e+05 8.261714624748647040e+00
1.580245723348163139e-03 1.998990000000000000e+05 8.378005232402067293e+00
1.586037544638828171e-03 2.003680000000000000e+05 8.496020277056899772e+00
1.591850593763473190e-03 2.001260000000000000e+05 8.615784038123265987e+00
1.597684948525074713e-03 1.999950000000000000e+05 8.737321142814247210e+00
1.603540687011768308e-03 2.000360000000000000e+05 8.860656599514454612e+00
1.609417887597892460e-03 2.004450000000000000e+05 8.985815831718428015e+00
1.615316628945041551e-03 2.002340000000000000e+05 9.112824711543940026e+00
1.621236990003109514e-03 1.989180000000000000e+05 9.241709591746870345e+00
1.627179050011358418e-03 2.001160000000000000e+05 9.372497335146253050e+00
1.633142888499473184e-03 2.008250000000000000e+05 9.505215340325616324e+00
1.639128585288620850e-03 2.003020000000000000e+05 9.639891562534858238e+00
1.645136220492529134e-03 1.998720000000000000e+05 9.776554528781188580e+00
1.651165874518552637e-03 1.997540000000000000e+05 9.915233346195783781e+00
1.657217628068749895e-03 2.005920000000000000e+05 1.005595770295575164e+01
1.663291562140964755e-03 1.993750000000000000e+05 1.019875786119667893e+01
1.669387758029905596e-03 1.999250000000000000e+05 1.034366464163564991e+01
1.675506297328241672e-03 2.005210000000000000e+05 1.049070939984902218e+01
1.681647261927690564e-03 1.992730000000000000e+05 1.063992399449782766e+01
1.687810734020109759e-03 1.999190000000000000e+05 1.079134074806797550e+01
1.693996796098606438e-03 2.000310000000000000e+05 1.094499240105034410e+01
1.700205530958634470e-03 2.005450000000000000e+05 1.110091206079822257e+01
1.706437021699105288e-03 2.006120000000000000e+05 1.125913314660427922e+01
1.712691351723500495e-03 2.003200000000000000e+05 1.141968933283626519e+01
1.718968604740982306e-03 1.997850000000000000e+05 1.158261449218632855e+01
1.725268864767523719e-03 1.996910000000000000e+05 1.174794264129674914e+01
1.731592216127028063e-03 1.995100000000000000e+05 1.191570789111185569e+01
1.737938743452452665e-03 2.001480000000000000e+05 1.208594440436065298e+01
1.744308531686950946e-03 1.997060000000000000e+05 1.225868636249598964e+01
1.750701666085003683e-03 1.995990000000000000e+05 1.243396794427799534e+01
1.757118232213561318e-03 1.998040000000000000e+05 1.261182331790572952e+01
1.763558315953190399e-03 1.999830000000000000e+05 1.279228664826290540e+01
1.770022003499216760e-03 1.998480000000000000e+05 1.297539212036283196e+01
1.776509381362889302e-03 1.997790000000000000e+05 1.316117397952421086e+01
1.783020536372533155e-03 2.009080000000000000e+05 1.334966658818762753e+01
1.789555555674705216e-03 2.003230000000000000e+05 1.354090449857924305e+01
1.796114526735372897e-03 1.998590000000000000e+05 1.373492253969043908e+01
1.802697537341076389e-03 2.001350000000000000e+05 1.393175591632046206e+01
1.809304675600105885e-03 2.002300000000000000e+05 1.413144031718105254e+01
1.815936029943682715e-03 1.999740000000000000e+05 1.433401202840757804e+01
1.822591689127134838e-03 1.997410000000000000e+05 1.453950804823149667e+01
1.829271742231097482e-03 2.000040000000000000e+05 1.474796619811340648e+01
1.835976278662696231e-03 1.999070000000000000e+05 1.495942522532490315e+01
1.842705388156748317e-03 1.999830000000000000e+05 1.517392489186571680e+01
1.849459160776956114e-03 1.997380000000000000e+05 1.539150604468208350e+01
1.856237686917123608e-03 2.005390000000000000e+05 1.561221066250377731e+01
1.863041057302358781e-03 1.994420000000000000e+05 1.583608187516825438e+01
1.869869362990289651e-03 2.001320000000000000e+05 1.606316395213776715e+01
1.876722695372285300e-03 1.995880000000000000e+05 1.629350225794876650e+01
1.883601146174671481e-03 2.001640000000000000e+05 1.652714317360051410e+01
1.890504807459968779e-03 2.004450000000000000e+05 1.676413398433500035e+01
1.897433771628120359e-03 2.001610000000000000e+05 1.700452273580279439e+01
1.904388131417722105e-03 1.999870000000000000e+05 1.724835806227225632e+01
1.911367979907275302e-03 1.997040000000000000e+05 1.749568899216411566e+01
1.918373410516425667e-03 1.992650000000000000e+05 1.774656473775783283e+01
1.925404517007214518e-03 1.999500000000000000e+05 1.800103447733438600e+01
1.932461393485336229e-03 2.007910000000000000e+05 1.825914713917683230e+01
1.939544134401389617e-03 1.999700000000000000e+05 1.852095119771952270e+01
1.946652834552154267e-03 2.000930000000000000e+05 1.878649449255562232e+01
1.953787589081853408e-03 2.006740000000000000e+05 1.905582408101785319e+01
1.960948493483420044e-03 2.012430000000000000e+05 1.932898613449815883e+01
1.968135643599789979e-03 1.999460000000000000e+05 1.960602588758673903e+01
1.975349135625173360e-03 2.003040000000000000e+05 1.988698764744606606e+01
1.982589066106345537e-03 2.000730000000000000e+05 2.017191486864708949e+01
1.989855531943942029e-03 2.001950000000000000e+05 2.046085029597773541e+01
1.997148630393746124e-03 2.004010000000000000e+05 2.075383617461305619e+01
2.004468459068003798e-03 2.000310000000000000e+05 2.105091452359254944e+01
2.011815115936723027e-03 1.995200000000000000e+05 2.135212746492166858e+01
2.019188699328979160e-03 2.003410000000000000e+05 2.165751759700426149e+01
2.026589307934244157e-03 2.006970000000000000e+05 2.196712839763889846e+01
2.034017040803698471e-03 1.999720000000000000e+05 2.228100463876897663e+01
2.041471997351558543e-03 2.002480000000000000e+05 2.259919279267633385e+01
2.048954277356408206e-03 2.002620000000000000e+05 2.292174140763454915e+01
2.056463980962535722e-03 2.003470000000000000e+05 2.324870143031687064e+01
2.064001208681265614e-03 2.000460000000000000e+05 2.358012645266633811e+01
2.071566061392319559e-03 1.996560000000000000e+05 2.391607286258570753e+01
2.079158640345148221e-03 2.004390000000000000e+05 2.425659988073970297e+01
2.086779047160302551e-03 1.992710000000000000e+05 2.460176946997859559e+01
2.094427383830785132e-03 1.995470000000000000e+05 2.495164610930858373e+01
2.102103752723415847e-03 1.995220000000000000e+05 2.530629643077511304e+01
2.109808256580204908e-03 2.000100000000000000e+05 2.566578872489047214e+01
2.117540998519727193e-03 1.996340000000000000e+05 2.603019232797400662e+01
2.125302082038496142e-03 1.997800000000000000e+05 2.639957691265937001e+01
2.133091611012362387e-03 2.007050000000000000e+05 2.677401171039353756e+01
2.140909689697887211e-03 1.998800000000000000e+05 2.715356470158773305e+01
2.148756422733754182e-03 1.997030000000000000e+05 2.753830181469072969e+01
2.156631915142158667e-03 2.000700000000000000e+05 2.792828617938404179e+01
2.164536272330218596e-03 2.001480000000000000e+05 2.832357748093260241e+01
2.172469600091382624e-03 1.994310000000000000e+05 2.872423146211086475e+01
2.180432004606850001e-03 2.001200000000000000e+05 2.913029961576992832e+01
2.188423592446981768e-03 2.003220000000000000e+05 2.954182910492585634e+01
2.196444470572743186e-03 1.997940000000000000e+05 2.995886293818364265e+01
2.204494746337117960e-03 1.998030000000000000e+05 3.038144041657593419e+01
2.212574527486559344e-03 1.999950000000000000e+05 3.080959785384975191e+01
2.220683922162425619e-03 2.005920000000000000e+05 3.124336955637847879e+01
2.228823038902426421e-03 2.001190000000000000e+05 3.168278903201762375e+01
2.236991986642078174e-03 2.000570000000000000e+05 3.212789038016407517e+01
2.245190874716161689e-03 1.997150000000000000e+05 3.257870979913552389e+01
2.253419812860186274e-03 1.991630000000000000e+05 3.303528713279295204e+01
2.261678911211850804e-03 2.002470000000000000e+05 3.349766736725564442e+01
2.269968280312533414e-03 1.997900000000000000e+05 3.396590198168404129e+01
2.278288031108753001e-03 2.001790000000000000e+05 3.444005005533695396e+01
2.286638274953668899e-03 2.001780000000000000e+05 3.492017903723436234e+01
2.295019123608564061e-03 2.005400000000000000e+05 3.540636509516497199e+01
2.303430689244341262e-03 1.998350000000000000e+05 3.589869297759682354e+01
2.311873084443025802e-03 1.995570000000000000e+05 3.639725534491571324e+01
2.320346422199274280e-03 1.996040000000000000e+05 3.690215155465536867e+01
2.328850815921877301e-03 1.993920000000000000e+05 3.741348591773314780e+01
2.337386379435293406e-03 1.995460000000000000e+05 3.793136547768893507e+01
2.345953226981154806e-03 2.004600000000000000e+05 3.845589740055119421e+01
2.354551473219813028e-03 1.998870000000000000e+05 3.898718609712906158e+01
2.363181233231861564e-03 2.001410000000000000e+05 3.952533022984076894e+01
2.371842622519682378e-03 1.999480000000000000e+05 4.007041978037101160e+01
2.380535757008988076e-03 2.007830000000000000e+05 4.062253337014610821e+01
2.389260753050379254e-03 2.001280000000000000e+05 4.118173603088532531e+01
2.398017727420888832e-03 2.000580000000000000e+05 4.174807761568013831e+01
2.406806797325564996e-03 1.992970000000000000e+05 4.232159202110545948e+01
2.415628080399017698e-03 1.997820000000000000e+05 4.290229735743655937e+01
2.424481694707012434e-03 2.009830000000000000e+05 4.349019715759108351e+01
2.433367758748040174e-03 1.999170000000000000e+05 4.408528265733607299e+01
2.442286391454903758e-03 1.993660000000000000e+05 4.468753611201789511e+01
2.451237712196313416e-03 1.998990000000000000e+05 4.529693504193387810e+01
2.460221840778482709e-03 1.993650000000000000e+05 4.591345722382435923e+01
2.469238897446726210e-03 1.998670000000000000e+05 4.653708617477671794e+01
2.478289002887083207e-03 2.003000000000000000e+05 4.716781681265187132e+01
2.487372278227914513e-03 2.001280000000000000e+05 4.780566092949354839e+01
2.496488845041540481e-03 2.001530000000000000e+05 4.845065208654905575e+01
2.505638825345858633e-03 1.995910000000000000e+05 4.910284953589847845e+01
2.514822341605979939e-03 2.004030000000000000e+05 4.976234079743421290e+01
2.524039516735865959e-03 2.000970000000000000e+05 5.042924257251679165e+01
2.533290474099978134e-03 1.998030000000000000e+05 5.110369975644485407e+01
2.542575337514918401e-03 2.007440000000000000e+05 5.178588241828999372e+01
2.551894231251101031e-03 1.999650000000000000e+05 5.247598074374575816e+01
2.561247280034409293e-03 2.004090000000000000e+05 5.317419807758049899e+01
2.570634609047855578e-03 1.998230000000000000e+05 5.388074234864220102e+01
2.580056343933274498e-03 2.000780000000000000e+05 5.459581630243541639e+01
2.589512610792992549e-03 1.996020000000000000e+05 5.531960709386388686e+01
2.599003536191517739e-03 1.992000000000000000e+05 5.605227589549884470e+01
2.608529247157236573e-03 2.001830000000000000e+05 5.679394824500774064e+01
2.618089871184113224e-03 1.998650000000000000e+05 5.754470588074904214e+01
2.627685536233388252e-03 2.004950000000000000e+05 5.830458079033751773e+01
2.637316370735308564e-03 1.992580000000000000e+05 5.907355211911175275e+01
2.646982503590824404e-03 2.001410000000000000e+05 5.985154645278637275e+01
2.656684064173334484e-03 1.997010000000000000e+05 6.063844180371785342e+01
2.666421182330406831e-03 1.997310000000000000e+05 6.143407539979224907e+01
2.676193988385518717e-03 2.002340000000000000e+05 6.223825511005487954e+01
2.686002613139800484e-03 2.005700000000000000e+05 6.305077405720098227e+01
2.695847187873790657e-03 2.004010000000000000e+05 6.387142768331834475e+01
2.705727844349180202e-03 1.999390000000000000e+05 6.470003227406981239e+01
2.715644714810596261e-03 1.997560000000000000e+05 6.553644373151347224e+01
2.725597931987350751e-03 2.008750000000000000e+05 6.638057524006214294e+01
2.735587629095234501e-03 1.997870000000000000e+05 6.723241241382136479e+01
2.745613939838290139e-03 1.993340000000000000e+05 6.809202456137103354e+01
2.755676998410604497e-03 2.003550000000000000e+05 6.895957086328665753e+01
2.765776939498104485e-03 2.002940000000000000e+05 6.983530052636537278e+01
2.775913898280362498e-03 1.998900000000000000e+05 7.071954634520231764e+01
2.786088010432394464e-03 1.998210000000000000e+05 7.161271154557616114e+01
2.796299412126495611e-03 1.992900000000000000e+05 7.251525027638948018e+01
2.806548240034039809e-03 1.989490000000000000e+05 7.342764262330206293e+01
2.816834631327329655e-03 2.000230000000000000e+05 7.435036550039066583e+01
2.827158723681420967e-03 2.008690000000000000e+05 7.528386119864367743e+01
2.837520655275966794e-03 2.000170000000000000e+05 7.622850569687678046e+01
2.847920564797068368e-03 2.006740000000000000e+05 7.718457904121798663e+01
2.858358591439134292e-03 1.997930000000000000e+05 7.815224014964586274e+01
2.868834874906731058e-03 1.994270000000000000e+05 7.913150828172861395e+01
2.879349555416472594e-03 1.999330000000000000e+05 8.012225312340648031e+01
2.889902773698875982e-03 2.008730000000000000e+05 8.112419497525043255e+01
2.900494671000264021e-03 2.008520000000000000e+05 8.213691591484312937e+01
2.911125389084642627e-03 2.004220000000000000e+05 8.315988205741858508e+01
2.921795070235604259e-03 2.001790000000000000e+05 8.419247620541879940e+01
2.932503857258230047e-03 2.002720000000000000e+05 8.523403931246652121e+01
2.943251893481001018e-03 1.990430000000000000e+05 8.628391835761378559e+01
2.954039322757721475e-03 2.001120000000000000e+05 8.734151750617220955e+01
2.964866289469429358e-03 2.003900000000000000e+05 8.840634889957205189e+01
2.975732938526353018e-03 2.003510000000000000e+05 8.947807913666721902e+01
2.986639415369823306e-03 1.999510000000000000e+05 9.055656753397100545e+01
2.997585865974244229e-03 2.001170000000000000e+05 9.164189260866760378e+01
3.008572436849032798e-03 2.005530000000000000e+05 9.273436391046206495e+01
3.019599275040583605e-03 1.995460000000000000e+05 9.383451729764536253e+01
3.030666528134236433e-03 1.996580000000000000e+05 9.494309293906901814e+01
3.041774344256255140e-03 1.995290000000000000e+05 9.606099663301196756e+01
3.052922872075798742e-03 1.999380000000000000e+05 9.718924635825767666e+01
3.064112260806931085e-03 1.995740000000000000e+05 9.832890720230808768e+01
3.075342660210593233e-03 1.997530000000000000e+05 9.948101884603146061e+01
3.086614220596631784e-03 1.998370000000000000e+05 1.006465205408051560e+02
3.097927092825795981e-03 1.995920000000000000e+05 1.018261789342612929e+02
3.109281428311760822e-03 1.991580000000000000e+05 1.030205241502237925e+02
3.120677379023153661e-03 2.003390000000000000e+05 1.042297991974053417e+02
3.132115097485591634e-03 1.995530000000000000e+05 1.054539270818851264e+02
3.143594736783709553e-03 1.997160000000000000e+05 1.066924989617689477e+02
3.155116450563231600e-03 1.993890000000000000e+05 1.079447853587195567e+02
3.166680393033002253e-03 1.989590000000000000e+05 1.092097708988819420e+02
3.178286718967072728e-03 1.998360000000000000e+05 1.104862113833334405e+02
3.189935583706759656e-03 1.997360000000000000e+05 1.117727102930054599e+02
3.201627143162726324e-03 1.997790000000000000e+05 1.130678102390977244e+02
3.213361553817072145e-03 2.001250000000000000e+05 1.143700935107013805e+02
3.225138972725426472e-03 2.005720000000000000e+05 1.156782848777397277e+02
3.236959557519041540e-03 1.999870000000000000e+05 1.169913492926296072e+02
3.248823466406922274e-03 1.999800000000000000e+05 1.183085771765933742e+02
3.260730858177918363e-03 1.998460000000000000e+05 1.196296506048225154e+02
3.272681892202872721e-03 2.000000000000000000e+05 1.209546848882118582e+02
3.284676728436742611e-03 1.994930000000000000e+05 1.222842416979180911e+02
3.296715527420741171e-03 1.995130000000000000e+05 1.236193118520246088e+02
3.308798450284487595e-03 1.992310000000000000e+05 1.249612680080164324e+02
3.320925658748167739e-03 2.005100000000000000e+05 1.263117895985578230e+02
3.333097315124683869e-03 1.998400000000000000e+05 1.276727642441908159e+02
3.345313582321848226e-03 1.999420000000000000e+05 1.290461714433244822e+02
3.357574623844552728e-03 2.002910000000000000e+05 1.304339554926978906e+02
3.369880603796946913e-03 2.001740000000000000e+05 1.318378952956392141e+02
3.382231686884655791e-03 1.992660000000000000e+05 1.332594789785479463e+02
