# Q scale_from_stat scale_from_total
# # scale_from_stat = I/sigma_stat^2
# # scale_from_total = I/sigma_total^2
8.179625397683994506e-04 9.078879518087451528e-01 9.078879518087451528e-01
8.209604867223449639e-04 9.172906059010871305e-01 9.172906059010871305e-01
8.239694215706029959e-04 9.268138326951050887e-01 9.268138326951050887e-01
8.269893845853410917e-04 9.364593717550300234e-01 9.364593717550300234e-01
8.300204161863296466e-04 9.462289904743200752e-01 9.462289904743200752e-01
8.330625569414841156e-04 9.561244844082701366e-01 9.561244844082701366e-01
8.361158475674042951e-04 9.661476775988417920e-01 9.661476775988417920e-01
8.391803289299248816e-04 9.763004229071458040e-01 9.763004229071458040e-01
8.422560420446593065e-04 9.865846023033688628e-01 9.865846023033688628e-01
8.453430280775465003e-04 9.970021271957919540e-01 9.970021271957919540e-01
8.484413283454067620e-04 1.007554938714591897e+00 1.007554938714591897e+00
8.515509843164916675e-04 1.018245008008682229e+00 1.018245008008682229e+00
8.546720376110395053e-04 1.029074336535073408e+00 1.029074336535073408e+00
8.578045300018336417e-04 1.040044956348989080e+00 1.040044956348989080e+00
8.609485034147576314e-04 1.051158930379547884e+00 1.051158930379547884e+00
8.641039999293620389e-04 1.062418352719689096e+00 1.062418352719689096e+00
8.672710617794249710e-04 1.073825348913653777e+00 1.073825348913653777e+00
8.704497313535143437e-04 1.085382076238379012e+00 1.085382076238379012e+00
8.736400511955609918e-04 1.097090724012152352e+00 1.097090724012152352e+00
8.768420640054239721e-04 1.108953513875292618e+00 1.108953513875292618e+00
8.800558126394636719e-04 1.120972700124008847e+00 1.120972700124008847e+00
8.832813401111156782e-04 1.133150570025974080e+00 1.133150570025974080e+00
8.865186895914632355e-04 1.145489444161857717e+00 1.145489444161857717e+00
8.897679044098203305e-04 1.157991676776819912e+00 1.157991676776819912e+00
8.930290280543088125e-04 1.170659656168099971e+00 1.170659656168099971e+00
8.963021041724381164e-04 1.183495805081296703e+00 1.183495805081296703e+00
8.995871765716943096e-04 1.196502581146030586e+00 1.196502581146030586e+00
9.028842892201233931e-04 1.209682477306002202e+00 1.209682477306002202e+00
9.061934862469201313e-04 1.223038022342127107e+00 1.223038022342127107e+00
9.095148119430200269e-04 1.236571781364764977e+00 1.236571781364764977e+00
9.128483107616883674e-04 1.250286356380168495e+00 1.250286356380168495e+00
9.161940273191203311e-04 1.264184386890548017e+00 1.264184386890548017e+00
9.195520063950361062e-04 1.278268550523232960e+00 1.278268550523232960e+00
9.229222929332765507e-04 1.292541563710445596e+00 1.292541563710445596e+00
9.263049320424112136e-04 1.307006182412893347e+00 1.307006182412893347e+00
9.296999689963376815e-04 1.321665202891392443e+00 1.321665202891392443e+00
9.331074492348886236e-04 1.336521462522153092e+00 1.336521462522153092e+00
9.365274183644402457e-04 1.351577840650941331e+00 1.351577840650941331e+00
9.399599221585233470e-04 1.366837259514519509e+00 1.366837259514519509e+00
9.434050065584322076e-04 1.382302685189544134e+00 1.382302685189544134e+00
9.468627176738454027e-04 1.397977128607795105e+00 1.397977128607795105e+00
9.503331017834396781e-04 1.413863646595131973e+00 1.413863646595131973e+00
9.538162053355068613e-04 1.429965342974870657e+00 1.429965342974870657e+00
9.573120749485811804e-04 1.446285369700372359e+00 1.446285369700372359e+00
9.608207574120592115e-04 1.462826928035281249e+00 1.462826928035281249e+00
9.643422996868273060e-04 1.479593269761371399e+00 1.479593269761371399e+00
9.678767489058908617e-04 1.496587698434758140e+00 1.496587698434758140e+00
9.714241523750016425e-04 1.513813570649694906e+00 1.513813570649694906e+00
9.749845575732962646e-04 1.531274297345376345e+00 1.531274297345376345e+00
9.785580121539293706e-04 1.548973345120213008e+00 1.548973345120213008e+00
9.821445639447074546e-04 1.566914237571621182e+00 1.566914237571621182e+00
9.857442609487363470e-04 1.585100556625712365e+00 1.585100556625712365e+00
9.893571513450584009e-04 1.603535943885675552e+00 1.603535943885675552e+00
9.929832834892993263e-04 1.622224101967283616e+00 1.622224101967283616e+00
9.966227059143156763e-04 1.641168795829567761e+00 1.641168795829567761e+00
1.000275467330840381e-03 1.660373854069597810e+00 1.660373854069597810e+00
1.003941616628141941e-03 1.679843170224997628e+00 1.679843170224997628e+00
1.007621202874674085e-03 1.699580704007768617e+00 1.699580704007768617e+00
1.011314275318730407e-03 1.719590482526688557e+00 1.719590482526688557e+00
1.015020883389109634e-03 1.739876601455711214e+00 1.739876601455711214e+00
1.018741076695772654e-03 1.760443226154354779e+00 1.760443226154354779e+00
1.022474905030507780e-03 1.781294592726255122e+00 1.781294592726255122e+00
1.026222418367598622e-03 1.802435009025239898e+00 1.802435009025239898e+00
1.029983666864488050e-03 1.823868855599755756e+00 1.823868855599755756e+00
1.033758700862456035e-03 1.845600586558487466e+00 1.845600586558487466e+00
1.037547570887290558e-03 1.867634730370992147e+00 1.867634730370992147e+00
1.041350327649960680e-03 1.889975890602853204e+00 1.889975890602853204e+00
1.045167022047301109e-03 1.912628746575268712e+00 1.912628746575268712e+00
1.048997705162689389e-03 1.935598053949783681e+00 1.935598053949783681e+00
1.052842428266731337e-03 1.958888645262341743e+00 1.958888645262341743e+00
1.056701242817946907e-03 1.982505430366973131e+00 1.982505430366973131e+00
1.060574200463456490e-03 2.006453396852859505e+00 2.006453396852859505e+00
1.064461353039676973e-03 2.030737610380469071e+00 2.030737610380469071e+00
1.068362752573012156e-03 2.055363215000108656e+00 2.055363215000108656e+00
1.072278451280550549e-03 2.080335433419132407e+00 2.080335433419132407e+00
1.076208501570760775e-03 2.105659567252397224e+00 2.105659567252397224e+00
1.080152956044198908e-03 2.131340997267167303e+00 2.131340997267167303e+00
1.084111867494208428e-03 2.157385183628067971e+00 2.157385183628067971e+00
1.088085288907627343e-03 2.183797666159078776e+00 2.183797666159078776e+00
1.092073273465499856e-03 2.210584064645657598e+00 2.210584064645657598e+00
1.096075874543781751e-03 2.237750079177603713e+00 2.237750079177603713e+00
1.100093145714062899e-03 2.265301490576253407e+00 2.265301490576253407e+00
1.104125140744280885e-03 2.293244160893276984e+00 2.293244160893276984e+00
1.108171913599436580e-03 2.321584034018244758e+00 2.321584034018244758e+00
1.112233518442323592e-03 2.350327136406860973e+00 2.350327136406860973e+00
1.116310009634248175e-03 2.379479577957374747e+00 2.379479577957374747e+00
1.120401441735759118e-03 2.409047553018634602e+00 2.409047553018634602e+00
1.124507869507377841e-03 2.439037341589289198e+00 2.439037341589289198e+00
1.128629347910327634e-03 2.469455310694669947e+00 2.469455310694669947e+00
1.132765932107275466e-03 2.500307915948677184e+00 2.500307915948677184e+00
1.136917677463067291e-03 2.531601703338225207e+00 2.531601703338225207e+00
1.141084639545465523e-03 2.563343311200204422e+00 2.563343311200204422e+00
1.145266874125899954e-03 2.595539472429658989e+00 2.595539472429658989e+00
1.149464437180208699e-03 2.628197016903905059e+00 2.628197016903905059e+00
1.153677384889389545e-03 2.661322874106488712e+00 2.661322874106488712e+00
1.157905773640352824e-03 2.694924075982068512e+00 2.694924075982068512e+00
1.162149660026670379e-03 2.729007759981449510e+00 2.729007759981449510e+00
1.166409100849342094e-03 2.763581172286300180e+00 2.763581172286300180e+00
1.170684153117550717e-03 2.798651671214082093e+00 2.798651671214082093e+00
1.174974874049422103e-03 2.834226730771856939e+00 2.834226730771856939e+00
1.179281321072798462e-03 2.870313944313192867e+00 2.870313944313192867e+00
1.183603551826001429e-03 2.906921028318144362e+00 2.906921028318144362e+00
1.187941624158605526e-03 2.944055826210005389e+00 2.944055826210005389e+00
1.192295596132212938e-03 2.981726312209161733e+00 2.981726312209161733e+00
1.196665526021226111e-03 3.019940595172407871e+00 3.019940595172407871e+00
1.201051472313635540e-03 3.058706922382495641e+00 3.058706922382495641e+00
1.205453493711797566e-03 3.098033683238937908e+00 3.098033683238937908e+00
1.209871649133217398e-03 3.137929412813373897e+00 3.137929412813373897e+00
1.214305997711345340e-03 3.178402795231213052e+00 3.178402795231213052e+00
1.218756598796362414e-03 3.219462666824226105e+00 3.219462666824226105e+00
1.223223511955976155e-03 3.261118019030996518e+00 3.261118019030996518e+00
1.227706796976218160e-03 3.303378000994557695e+00 3.303378000994557695e+00
1.232206513862245953e-03 3.346251921826801201e+00 3.346251921826801201e+00
1.236722722839140101e-03 3.389749252518423184e+00 3.389749252518423184e+00
1.241255484352718225e-03 3.433879627462632200e+00 3.433879627462632200e+00
1.245804859070340350e-03 3.478652845575251451e+00 3.478652845575251451e+00
1.250370907881717284e-03 3.524078871010566605e+00 3.524078871010566605e+00
1.254953691899732878e-03 3.570167833460129447e+00 3.570167833460129447e+00
1.259553272461256743e-03 3.616930028058181090e+00 3.616930028058181090e+00
1.264169711127966942e-03 3.664375914884621555e+00 3.664375914884621555e+00
1.268803069687174856e-03 3.712516118131667486e+00 3.712516118131667486e+00
1.273453410152647000e-03 3.761361424924165586e+00 3.761361424924165586e+00
1.278120794765442905e-03 3.810922783891970145e+00 3.810922783891970145e+00
1.282805285994744740e-03 3.861211303503398806e+00 3.861211303503398806e+00
1.287506946538688468e-03 3.912238250262961348e+00 3.912238250262961348e+00
1.292225839325211690e-03 3.964015046829910016e+00 3.964015046829910016e+00
1.296962027512890215e-03 4.016553270148427224e+00 4.016553270148427224e+00
1.301715574491785253e-03 4.069864649678073043e+00 4.069864649678073043e+00
1.306486543884291919e-03 4.123961065813730897e+00 4.123961065813730897e+00
1.311274999545987288e-03 4.178854548611417030e+00 4.178854548611417030e+00
1.316081005566491257e-03 4.234557276893132105e+00 4.234557276893132105e+00
1.320904626270321975e-03 4.291081577859144680e+00 4.291081577859144680e+00
1.325745926217750852e-03 4.348439927277152783e+00 4.348439927277152783e+00
1.330604970205676637e-03 4.406644950358188595e+00 4.406644950358188595e+00
1.335481823268486060e-03 4.465709423393112054e+00 4.465709423393112054e+00
1.340376550678925747e-03 4.525646276219673858e+00 4.525646276219673858e+00
1.345289217948977822e-03 4.586468595575581730e+00 4.586468595575581730e+00
1.350219890830730955e-03 4.648189629392050826e+00 4.648189629392050826e+00
1.355168635317267672e-03 4.710822792027919981e+00 4.710822792027919981e+00
1.360135517643545596e-03 4.774381670466549821e+00 4.774381670466549821e+00
1.365120604287277601e-03 4.838880031441853191e+00 4.838880031441853191e+00
1.370123961969831050e-03 4.904331829454513070e+00 4.904331829454513070e+00
1.375145657657115541e-03 4.970751215603726791e+00 4.970751215603726791e+00
1.380185758560479323e-03 5.038152547143088356e+00 5.038152547143088356e+00
1.385244332137611787e-03 5.106550397636937078e+00 5.106550397636937078e+00
1.390321446093439233e-03 5.175959567575760367e+00 5.175959567575760367e+00
1.395417168381040589e-03 5.246395095278377774e+00 5.246395095278377774e+00
1.400531567202550984e-03 5.317872267897086225e+00 5.317872267897086225e+00
1.405664711010077249e-03 5.390406632319973745e+00 5.390406632319973745e+00
1.410816668506608210e-03 5.464014005751887559e+00 5.464014005751887559e+00
1.415987508646943203e-03 5.538710485749273715e+00 5.538710485749273715e+00
1.421177300638609524e-03 5.614512459476730832e+00 5.614512459476730832e+00
1.426386113942788771e-03 5.691436611960269509e+00 5.691436611960269509e+00
1.431614018275249910e-03 5.769499933121179147e+00 5.769499933121179147e+00
1.436861083607274964e-03 5.848719723387472591e+00 5.848719723387472591e+00
1.442127380166605089e-03 5.929113597702365013e+00 5.929113597702365013e+00
1.447412978438375811e-03 6.010699487780817307e+00 6.010699487780817307e+00
1.452717949166056153e-03 6.093495642505587284e+00 6.093495642505587284e+00
1.458042363352404476e-03 6.177520626391937775e+00 6.177520626391937775e+00
1.463386292260412383e-03 6.262793316093167917e+00 6.262793316093167917e+00
1.468749807414260113e-03 6.349332894988394926e+00 6.349332894988394926e+00
1.474132980600276069e-03 6.437158845939602081e+00 6.437158845939602081e+00
1.479535883867890908e-03 6.526290942364481040e+00 6.526290942364481040e+00
1.484958589530610724e-03 6.616749237841974107e+00 6.616749237841974107e+00
1.490401170166980906e-03 6.708554054510637243e+00 6.708554054510637243e+00
1.495863698621553023e-03 6.801725970604612037e+00 6.801725970604612037e+00
1.501346248005868203e-03 6.896285807490261988e+00 6.896285807490261988e+00
1.506848891699430308e-03 6.992254616641348619e+00 6.992254616641348619e+00
1.512371703350689524e-03 7.089653667017368655e+00 7.089653667017368655e+00
1.517914756878028983e-03 7.188504433334250265e+00 7.188504433334250265e+00
1.523478126470748789e-03 7.288828585734505872e+00 7.288828585734505872e+00
1.529061886590067599e-03 7.390647981362983288e+00 7.390647981362983288e+00
1.534666111970115106e-03 7.493984658342006888e+00 7.493984658342006888e+00
1.540290877618926899e-03 7.598860832599320325e+00 7.598860832599320325e+00
1.545936258819458628e-03 7.705298897969211858e+00 7.705298897969211858e+00
1.551602331130586508e-03 7.813321429890023317e+00 7.813321429890023317e+00
1.557289170388121259e-03 7.922951192976833923e+00 7.922951192976833923e+00
1.562996852705823142e-03 8.034211152607440454e+00 8.034211152607440454e+00
1.568725454476415900e-03 8.147124490581411749e+00 8.147124490581411749e+00
1.574475052372617621e-03 8.261714624748648816e+00 8.261714624748648816e+00
1.580245723348163139e-03 8.378005232402067293e+00 8.378005232402067293e+00
1.586037544638828171e-03 8.496020277056899772e+00 8.496020277056899772e+00
1.591850593763473190e-03 8.615784038123264210e+00 8.615784038123264210e+00
1.597684948525074713e-03 8.737321142814247210e+00 8.737321142814247210e+00
1.603540687011768308e-03 8.860656599514454612e+00 8.860656599514454612e+00
1.609417887597892460e-03 8.985815831718429791e+00 8.985815831718429791e+00
1.615316628945041551e-03 9.112824711543941802e+00 9.112824711543941802e+00
1.621236990003109514e-03 9.241709591746870345e+00 9.241709591746870345e+00
1.627179050011358418e-03 9.372497335146254827e+00 9.372497335146254827e+00
1.633142888499473184e-03 9.505215340325618101e+00 9.505215340325618101e+00
1.639128585288620850e-03 9.639891562534858238e+00 9.639891562534858238e+00
1.645136220492529134e-03 9.776554528781188580e+00 9.776554528781188580e+00
1.651165874518552637e-03 9.915233346195782005e+00 9.915233346195782005e+00
1.657217628068749895e-03 1.005595770295575164e+01 1.005595770295575164e+01
1.663291562140964755e-03 1.019875786119668071e+01 1.019875786119668071e+01
1.669387758029905596e-03 1.034366464163565169e+01 1.034366464163565169e+01
1.675506297328241672e-03 1.049070939984902573e+01 1.049070939984902573e+01
1.681647261927690564e-03 1.063992399449782944e+01 1.063992399449782944e+01
1.687810734020109759e-03 1.079134074806797194e+01 1.079134074806797194e+01
1.693996796098606438e-03 1.094499240105034410e+01 1.094499240105034410e+01
1.700205530958634470e-03 1.110091206079822435e+01 1.110091206079822435e+01
1.706437021699105288e-03 1.125913314660427744e+01 1.125913314660427744e+01
1.712691351723500495e-03 1.141968933283626519e+01 1.141968933283626519e+01
1.718968604740982306e-03 1.158261449218633032e+01 1.158261449218633032e+01
1.725268864767523719e-03 1.174794264129674737e+01 1.174794264129674737e+01
1.731592216127028063e-03 1.191570789111185213e+01 1.191570789111185213e+01
1.737938743452452665e-03 1.208594440436065476e+01 1.208594440436065476e+01
1.744308531686950946e-03 1.225868636249598786e+01 1.225868636249598786e+01
1.750701666085003683e-03 1.243396794427799890e+01 1.243396794427799890e+01
1.757118232213561318e-03 1.261182331790573130e+01 1.261182331790573130e+01
1.763558315953190399e-03 1.279228664826290718e+01 1.279228664826290718e+01
1.770022003499216760e-03 1.297539212036282841e+01 1.297539212036282841e+01
1.776509381362889302e-03 1.316117397952421264e+01 1.316117397952421264e+01
1.783020536372533155e-03 1.334966658818762753e+01 1.334966658818762753e+01
1.789555555674705216e-03 1.354090449857924661e+01 1.354090449857924661e+01
1.796114526735372897e-03 1.373492253969043553e+01 1.373492253969043553e+01
1.802697537341076389e-03 1.393175591632046029e+01 1.393175591632046029e+01
1.809304675600105885e-03 1.413144031718105076e+01 1.413144031718105076e+01
1.815936029943682715e-03 1.433401202840757627e+01 1.433401202840757627e+01
1.822591689127134838e-03 1.453950804823149490e+01 1.453950804823149490e+01
1.829271742231097482e-03 1.474796619811340825e+01 1.474796619811340825e+01
1.835976278662696231e-03 1.495942522532490315e+01 1.495942522532490315e+01
1.842705388156748317e-03 1.517392489186571858e+01 1.517392489186571858e+01
1.849459160776956114e-03 1.539150604468208527e+01 1.539150604468208527e+01
1.856237686917123608e-03 1.561221066250377554e+01 1.561221066250377554e+01
1.863041057302358781e-03 1.583608187516825438e+01 1.583608187516825438e+01
1.869869362990289651e-03 1.606316395213776360e+01 1.606316395213776360e+01
1.876722695372285300e-03 1.629350225794876295e+01 1.629350225794876295e+01
1.883601146174671481e-03 1.652714317360051410e+01 1.652714317360051410e+01
1.890504807459968779e-03 1.676413398433499680e+01 1.676413398433499680e+01
1.897433771628120359e-03 1.700452273580279439e+01 1.700452273580279439e+01
1.904388131417722105e-03 1.724835806227225632e+01 1.724835806227225632e+01
1.911367979907275302e-03 1.749568899216411566e+01 1.749568899216411566e+01
1.918373410516425667e-03 1.774656473775783283e+01 1.774656473775783283e+01
1.925404517007214518e-03 1.800103447733438600e+01 1.800103447733438600e+01
1.932461393485336229e-03 1.825914713917683230e+01 1.825914713917683230e+01
1.939544134401389617e-03 1.852095119771951914e+01 1.852095119771951914e+01
1.946652834552154267e-03 1.878649449255562587e+01 1.878649449255562587e+01
1.953787589081853408e-03 1.905582408101785674e+01 1.905582408101785674e+01
1.960948493483420044e-03 1.932898613449816594e+01 1.932898613449816594e+01
1.968135643599789979e-03 1.960602588758673903e+01 1.960602588758673903e+01
1.975349135625173360e-03 1.988698764744606251e+01 1.988698764744606251e+01
1.982589066106345537e-03 2.017191486864708949e+01 2.017191486864708949e+01
1.989855531943942029e-03 2.046085029597772831e+01 2.046085029597772831e+01
1.997148630393746124e-03 2.075383617461305619e+01 2.075383617461305619e+01
2.004468459068003798e-03 2.105091452359254944e+01 2.105091452359254944e+01
2.011815115936723027e-03 2.135212746492166858e+01 2.135212746492166858e+01
2.019188699328979160e-03 2.165751759700426149e+01 2.165751759700426149e+01
2.026589307934244157e-03 2.196712839763889491e+01 2.196712839763889491e+01
2.034017040803698471e-03 2.228100463876898019e+01 2.228100463876898019e+01
2.041471997351558543e-03 2.259919279267633385e+01 2.259919279267633385e+01
2.048954277356408206e-03 2.292174140763455625e+01 2.292174140763455625e+01
2.056463980962535722e-03 2.324870143031687064e+01 2.324870143031687064e+01
2.064001208681265614e-03 2.358012645266634166e+01 2.358012645266634166e+01
2.071566061392319559e-03 2.391607286258571108e+01 2.391607286258571108e+01
2.079158640345148221e-03 2.425659988073969586e+01 2.425659988073969586e+01
2.086779047160302551e-03 2.460176946997859204e+01 2.460176946997859204e+01
2.094427383830785132e-03 2.495164610930858728e+01 2.495164610930858728e+01
2.102103752723415847e-03 2.530629643077511659e+01 2.530629643077511659e+01
2.109808256580204908e-03 2.566578872489047214e+01 2.566578872489047214e+01
2.117540998519727193e-03 2.603019232797399951e+01 2.603019232797399951e+01
2.125302082038496142e-03 2.639957691265937001e+01 2.639957691265937001e+01
2.133091611012362387e-03 2.677401171039354111e+01 2.677401171039354111e+01
2.140909689697887211e-03 2.715356470158773661e+01 2.715356470158773661e+01
2.148756422733754182e-03 2.753830181469073324e+01 2.753830181469073324e+01
2.156631915142158667e-03 2.792828617938403823e+01 2.792828617938403823e+01
2.164536272330218596e-03 2.832357748093260241e+01 2.832357748093260241e+01
2.172469600091382624e-03 2.872423146211086475e+01 2.872423146211086475e+01
2.180432004606850001e-03 2.913029961576992477e+01 2.913029961576992477e+01
2.188423592446981768e-03 2.954182910492585634e+01 2.954182910492585634e+01
2.196444470572743186e-03 2.995886293818363555e+01 2.995886293818363555e+01
2.204494746337117960e-03 3.038144041657593775e+01 3.038144041657593775e+01
2.212574527486559344e-03 3.080959785384975902e+01 3.080959785384975902e+01
2.220683922162425619e-03 3.124336955637848234e+01 3.124336955637848234e+01
2.228823038902426421e-03 3.168278903201763086e+01 3.168278903201763086e+01
2.236991986642078174e-03 3.212789038016406806e+01 3.212789038016406806e+01
2.245190874716161689e-03 3.257870979913553100e+01 3.257870979913553100e+01
2.253419812860186274e-03 3.303528713279295204e+01 3.303528713279295204e+01
2.261678911211850804e-03 3.349766736725564442e+01 3.349766736725564442e+01
2.269968280312533414e-03 3.396590198168404839e+01 3.396590198168404839e+01
2.278288031108753001e-03 3.444005005533696107e+01 3.444005005533696107e+01
2.286638274953668899e-03 3.492017903723436234e+01 3.492017903723436234e+01
2.295019123608564061e-03 3.540636509516497199e+01 3.540636509516497199e+01
2.303430689244341262e-03 3.589869297759683064e+01 3.589869297759683064e+01
2.311873084443025802e-03 3.639725534491572034e+01 3.639725534491572034e+01
2.320346422199274280e-03 3.690215155465536867e+01 3.690215155465536867e+01
2.328850815921877301e-03 3.741348591773315491e+01 3.741348591773315491e+01
2.337386379435293406e-03 3.793136547768892797e+01 3.793136547768892797e+01
2.345953226981154806e-03 3.845589740055120132e+01 3.845589740055120132e+01
2.354551473219813028e-03 3.898718609712906158e+01 3.898718609712906158e+01
2.363181233231861564e-03 3.952533022984077604e+01 3.952533022984077604e+01
2.371842622519682378e-03 4.007041978037101160e+01 4.007041978037101160e+01
2.380535757008988076e-03 4.062253337014610111e+01 4.062253337014610111e+01
2.389260753050379254e-03 4.118173603088532531e+01 4.118173603088532531e+01
2.398017727420888832e-03 4.174807761568015252e+01 4.174807761568015252e+01
2.406806797325564996e-03 4.232159202110545948e+01 4.232159202110545948e+01
2.415628080399017698e-03 4.290229735743655937e+01 4.290229735743655937e+01
2.424481694707012434e-03 4.349019715759109062e+01 4.349019715759109062e+01
2.433367758748040174e-03 4.408528265733606588e+01 4.408528265733606588e+01
2.442286391454903758e-03 4.468753611201790221e+01 4.468753611201790221e+01
2.451237712196313416e-03 4.529693504193387099e+01 4.529693504193387099e+01
2.460221840778482709e-03 4.591345722382436634e+01 4.591345722382436634e+01
2.469238897446726210e-03 4.653708617477672504e+01 4.653708617477672504e+01
2.478289002887083207e-03 4.716781681265187132e+01 4.716781681265187132e+01
2.487372278227914513e-03 4.780566092949353418e+01 4.780566092949353418e+01
2.496488845041540481e-03 4.845065208654906286e+01 4.845065208654906286e+01
2.505638825345858633e-03 4.910284953589846424e+01 4.910284953589846424e+01
2.514822341605979939e-03 4.976234079743420580e+01 4.976234079743420580e+01
2.524039516735865959e-03 5.042924257251677744e+01 5.042924257251677744e+01
2.533290474099978134e-03 5.110369975644484697e+01 5.110369975644484697e+01
2.542575337514918401e-03 5.178588241828999372e+01 5.178588241828999372e+01
2.551894231251101031e-03 5.247598074374575106e+01 5.247598074374575106e+01
2.561247280034409293e-03 5.317419807758050609e+01 5.317419807758050609e+01
2.570634609047855578e-03 5.388074234864220102e+01 5.388074234864220102e+01
2.580056343933274498e-03 5.459581630243540928e+01 5.459581630243540928e+01
2.589512610792992549e-03 5.531960709386387975e+01 5.531960709386387975e+01
2.599003536191517739e-03 5.605227589549884470e+01 5.605227589549884470e+01
2.608529247157236573e-03 5.679394824500774064e+01 5.679394824500774064e+01
2.618089871184113224e-03 5.754470588074904924e+01 5.754470588074904924e+01
2.627685536233388252e-03 5.830458079033751773e+01 5.830458079033751773e+01
2.637316370735308564e-03 5.907355211911175985e+01 5.907355211911175985e+01
2.646982503590824404e-03 5.985154645278637275e+01 5.985154645278637275e+01
2.656684064173334484e-03 6.063844180371783921e+01 6.063844180371783921e+01
2.666421182330406831e-03 6.143407539979224197e+01 6.143407539979224197e+01
2.676193988385518717e-03 6.223825511005488664e+01 6.223825511005488664e+01
2.686002613139800484e-03 6.305077405720098227e+01 6.305077405720098227e+01
2.695847187873790657e-03 6.387142768331833764e+01 6.387142768331833764e+01
2.705727844349180202e-03 6.470003227406982660e+01 6.470003227406982660e+01
2.715644714810596261e-03 6.553644373151347224e+01 6.553644373151347224e+01
2.725597931987350751e-03 6.638057524006214294e+01 6.638057524006214294e+01
2.735587629095234501e-03 6.723241241382135058e+01 6.723241241382135058e+01
2.745613939838290139e-03 6.809202456137104775e+01 6.809202456137104775e+01
2.755676998410604497e-03 6.895957086328665753e+01 6.895957086328665753e+01
2.765776939498104485e-03 6.983530052636538699e+01 6.983530052636538699e+01
2.775913898280362498e-03 7.071954634520233185e+01 7.071954634520233185e+01
2.786088010432394464e-03 7.161271154557616114e+01 7.161271154557616114e+01
2.796299412126495611e-03 7.251525027638950860e+01 7.251525027638950860e+01
2.806548240034039809e-03 7.342764262330204872e+01 7.342764262330204872e+01
2.816834631327329655e-03 7.435036550039065162e+01 7.435036550039065162e+01
2.827158723681420967e-03 7.528386119864366322e+01 7.528386119864366322e+01
2.837520655275966794e-03 7.622850569687679467e+01 7.622850569687679467e+01
2.847920564797068368e-03 7.718457904121798663e+01 7.718457904121798663e+01
2.858358591439134292e-03 7.815224014964586274e+01 7.815224014964586274e+01
2.868834874906731058e-03 7.913150828172862816e+01 7.913150828172862816e+01
2.879349555416472594e-03 8.012225312340648031e+01 8.012225312340648031e+01
2.889902773698875982e-03 8.112419497525043255e+01 8.112419497525043255e+01
2.900494671000264021e-03 8.213691591484312937e+01 8.213691591484312937e+01
2.911125389084642627e-03 8.315988205741858508e+01 8.315988205741858508e+01
2.921795070235604259e-03 8.419247620541881361e+01 8.419247620541881361e+01
2.932503857258230047e-03 8.523403931246653542e+01 8.523403931246653542e+01
2.943251893481001018e-03 8.628391835761377138e+01 8.628391835761377138e+01
2.954039322757721475e-03 8.734151750617219534e+01 8.734151750617219534e+01
2.964866289469429358e-03 8.840634889957205189e+01 8.840634889957205189e+01
2.975732938526353018e-03 8.947807913666723323e+01 8.947807913666723323e+01
2.986639415369823306e-03 9.055656753397101966e+01 9.055656753397101966e+01
2.997585865974244229e-03 9.164189260866760378e+01 9.164189260866760378e+01
3.008572436849032798e-03 9.273436391046206495e+01 9.273436391046206495e+01
3.019599275040583605e-03 9.383451729764533411e+01 9.383451729764533411e+01
3.030666528134236433e-03 9.494309293906903235e+01 9.494309293906903235e+01
3.041774344256255140e-03 9.606099663301195335e+01 9.606099663301195335e+01
3.052922872075798742e-03 9.718924635825764824e+01 9.718924635825764824e+01
3.064112260806931085e-03 9.832890720230805925e+01 9.832890720230805925e+01
3.075342660210593233e-03 9.948101884603146061e+01 9.948101884603146061e+01
3.086614220596631784e-03 1.006465205408051702e+02 1.006465205408051702e+02
3.097927092825795981e-03 1.018261789342613071e+02 1.018261789342613071e+02
3.109281428311760822e-03 1.030205241502238067e+02 1.030205241502238067e+02
3.120677379023153661e-03 1.042297991974053559e+02 1.042297991974053559e+02
3.132115097485591634e-03 1.054539270818850980e+02 1.054539270818850980e+02
3.143594736783709553e-03 1.066924989617689619e+02 1.066924989617689619e+02
3.155116450563231600e-03 1.079447853587195709e+02 1.079447853587195709e+02
3.166680393033002253e-03 1.092097708988819562e+02 1.092097708988819562e+02
3.178286718967072728e-03 1.104862113833334405e+02 1.104862113833334405e+02
3.189935583706759656e-03 1.117727102930054741e+02 1.117727102930054741e+02
3.201627143162726324e-03 1.130678102390977529e+02 1.130678102390977529e+02
3.213361553817072145e-03 1.143700935107013947e+02 1.143700935107013947e+02
3.225138972725426472e-03 1.156782848777397277e+02 1.156782848777397277e+02
3.236959557519041540e-03 1.169913492926296215e+02 1.169913492926296215e+02
3.248823466406922274e-03 1.183085771765933742e+02 1.183085771765933742e+02
3.260730858177918363e-03 1.196296506048225012e+02 1.196296506048225012e+02
3.272681892202872721e-03 1.209546848882118439e+02 1.209546848882118439e+02
3.284676728436742611e-03 1.222842416979180769e+02 1.222842416979180769e+02
3.296715527420741171e-03 1.236193118520245946e+02 1.236193118520245946e+02
3.308798450284487595e-03 1.249612680080164182e+02 1.249612680080164182e+02
3.320925658748167739e-03 1.263117895985578087e+02 1.263117895985578087e+02
3.333097315124683869e-03 1.276727642441908301e+02 1.276727642441908301e+02
3.345313582321848226e-03 1.290461714433244822e+02 1.290461714433244822e+02
3.357574623844552728e-03 1.304339554926978906e+02 1.304339554926978906e+02
