# Q I_noisy Sigma_stat Sigma_total
1.124507869507377841e-03 8.200120456937175186e+04 1.833584340788086706e+02 1.833584340788086706e+02
1.128629347910327634e-03 8.062871157769186539e+04 1.806942256953651054e+02 1.806942256953651054e+02
1.132765932107275466e-03 8.005853947954659816e+04 1.789398560113740757e+02 1.789398560113740757e+02
1.136917677463067291e-03 7.892434253640010138e+04 1.765662920495188359e+02 1.765662920495188359e+02
1.141084639545465523e-03 7.813662692970303760e+04 1.745918399521213757e+02 1.745918399521213757e+02
1.145266874125899954e-03 7.713117142949767003e+04 1.723856634576134184e+02 1.723856634576134184e+02
1.149464437180208699e-03 7.605936644562780566e+04 1.701168736329593685e+02 1.701168736329593685e+02
1.153677384889389545e-03 7.511302065034642874e+04 1.679998253771718169e+02 1.679998253771718169e+02
1.157905773640352824e-03 7.439949859327096783e+04 1.661543581776997200e+02 1.661543581776997200e+02
1.162149660026670379e-03 7.343438261288135254e+04 1.640390852004678095e+02 1.640390852004678095e+02
1.166409100849342094e-03 7.256019906739542785e+04 1.620365993623930194e+02 1.620365993623930194e+02
1.170684153117550717e-03 7.146119756777028670e+04 1.597940929537229806e+02 1.597940929537229806e+02
1.174974874049422103e-03 7.037722064870895701e+04 1.575791526907370894e+02 1.575791526907370894e+02
1.179281321072798462e-03 6.979968180725919956e+04 1.559416126065208630e+02 1.559416126065208630e+02
1.183603551826001429e-03 6.879409452540296479e+04 1.538363484296565673e+02 1.538363484296565673e+02
1.187941624158605526e-03 6.843857993663860543e+04 1.524675684737885319e+02 1.524675684737885319e+02
1.192295596132212938e-03 6.702157712521193025e+04 1.499247843237310178e+02 1.499247843237310178e+02
1.196665526021226111e-03 6.639799482166716189e+04 1.482785334627447469e+02 1.482785334627447469e+02
1.201051472313635540e-03 6.526777656896259577e+04 1.460765408633363052e+02 1.460765408633363052e+02
1.205453493711797566e-03 6.451737470815109555e+04 1.443096176094533121e+02 1.443096176094533121e+02
1.209871649133217398e-03 6.381341759388686478e+04 1.426048897409185656e+02 1.426048897409185656e+02
1.214305997711345340e-03 6.297628491276200657e+04 1.407615536245045575e+02 1.407615536245045575e+02
1.218756598796362414e-03 6.194605144986094092e+04 1.387123462861316057e+02 1.387123462861316057e+02
1.223223511955976155e-03 6.146818325193972123e+04 1.372909564616992100e+02 1.372909564616992100e+02
1.227706796976218160e-03 6.084862221019894059e+04 1.357207460788112030e+02 1.357207460788112030e+02
1.232206513862245953e-03 5.961894222569114936e+04 1.334789606751145072e+02 1.334789606751145072e+02
1.236722722839140101e-03 5.881083972564915166e+04 1.317179319534809281e+02 1.317179319534809281e+02
1.241255484352718225e-03 5.824869293621638644e+04 1.302418506649071901e+02 1.302418506649071901e+02
1.245804859070340350e-03 5.742021663761880336e+04 1.284774381749900272e+02 1.284774381749900272e+02
1.250370907881717284e-03 5.671184082854787994e+04 1.268568906696465888e+02 1.268568906696465888e+02
1.254953691899732878e-03 5.606627176571793098e+04 1.253159995601029664e+02 1.253159995601029664e+02
1.259553272461256743e-03 5.556977835921984661e+04 1.239507841920776769e+02 1.239507841920776769e+02
1.264169711127966942e-03 5.458173632993588399e+04 1.220460318674778932e+02 1.220460318674778932e+02
1.268803069687174856e-03 5.383841945461723662e+04 1.204237028377043686e+02 1.204237028377043686e+02
1.273453410152647000e-03 5.319616420643068705e+04 1.189234845333737383e+02 1.189234845333737383e+02
1.278120794765442905e-03 5.228471194488740002e+04 1.171311170869339406e+02 1.171311170869339406e+02
1.282805285994744740e-03 5.156050377749671316e+04 1.155571418359337912e+02 1.155571418359337912e+02
1.287506946538688468e-03 5.109019114226114471e+04 1.142762857398490723e+02 1.142762857398490723e+02
1.292225839325211690e-03 5.054824404873095773e+04 1.129237754204891502e+02 1.129237754204891502e+02
1.296962027512890215e-03 4.980638536199655209e+04 1.113565446847534446e+02 1.113565446847534446e+02
1.301715574491785253e-03 4.906502235050871968e+04 1.097984014731847822e+02 1.097984014731847822e+02
1.306486543884291919e-03 4.835157190327518765e+04 1.082799435079563182e+02 1.082799435079563182e+02
1.311274999545987288e-03 4.789422500156293972e+04 1.070564769814426285e+02 1.070564769814426285e+02
1.316081005566491257e-03 4.731285631516946887e+04 1.057025776297257522e+02 1.057025776297257522e+02
1.320904626270321975e-03 4.651018545761872520e+04 1.041095693759101977e+02 1.041095693759101977e+02
1.325745926217750852e-03 4.590036963554874092e+04 1.027404240927304215e+02 1.027404240927304215e+02
1.330604970205676637e-03 4.537374856663856917e+04 1.014724858993767924e+02 1.014724858993767924e+02
1.335481823268486060e-03 4.481549985129484412e+04 1.001772007296517160e+02 1.001772007296517160e+02
1.340376550678925747e-03 4.413491196816301090e+04 9.875312078920396175e+01 9.875312078920396175e+01
1.345289217948977822e-03 4.364468998939672019e+04 9.754982495651806573e+01 9.754982495651806573e+01
1.350219890830730955e-03 4.302771959545866412e+04 9.621266540088247154e+01 9.621266540088247154e+01
1.355168635317267672e-03 4.244332865552946896e+04 9.491969508554723234e+01 9.491969508554723234e+01
1.360135517643545596e-03 4.185505344830812101e+04 9.363007760654177503e+01 9.363007760654177503e+01
1.365120604287277601e-03 4.135440405625702260e+04 9.244607051598238456e+01 9.244607051598238456e+01
1.370123961969831050e-03 4.075030135598079505e+04 9.115394916961318472e+01 9.115394916961318472e+01
1.375145657657115541e-03 4.014021047234533034e+04 8.986256463208717093e+01 8.986256463208717093e+01
1.380185758560479323e-03 3.980506706048818887e+04 8.888603288166869731e+01 8.888603288166869731e+01
1.385244332137611787e-03 3.926505848111981322e+04 8.768782804743290171e+01 8.768782804743290171e+01
1.390321446093439233e-03 3.857313748173472413e+04 8.632707876663486957e+01 8.632707876663486957e+01
1.395417168381040589e-03 3.815477034509894293e+04 8.527935859608096791e+01 8.527935859608096791e+01
1.400531567202550984e-03 3.754904028166182979e+04 8.402924662675326317e+01 8.402924662675326317e+01
1.405664711010077249e-03 3.713244911800906993e+04 8.299769536948316784e+01 8.299769536948316784e+01
1.410816668506608210e-03 3.663588705835572182e+04 8.188369911832707260e+01 8.188369911832707260e+01
1.415987508646943203e-03 3.625482872171376221e+04 8.090560252055583135e+01 8.090560252055583135e+01
1.421177300638609524e-03 3.561217495608422178e+04 7.964219558328376536e+01 7.964219558328376536e+01
1.426386113942788771e-03 3.502402180516307999e+04 7.844622615852064484e+01 7.844622615852064484e+01
1.431614018275249910e-03 3.466799589540770103e+04 7.751670107602386395e+01 7.751670107602386395e+01
1.436861083607274964e-03 3.424903388668149273e+04 7.652331185232588950e+01 7.652331185232588950e+01
1.442127380166605089e-03 3.386593909717155475e+04 7.557648265738151849e+01 7.557648265738151849e+01
1.447412978438375811e-03 3.323190593808037374e+04 7.435584565447825867e+01 7.435584565447825867e+01
1.452717949166056153e-03 3.282237515767890000e+04 7.339251159379759315e+01 7.339251159379759315e+01
1.458042363352404476e-03 3.240134871340867539e+04 7.242265501534704697e+01 7.242265501534704697e+01
1.463386292260412383e-03 3.201957814649631837e+04 7.150291762277905150e+01 7.150291762277905150e+01
1.468749807414260113e-03 3.150913699262978480e+04 7.044565399760114133e+01 7.044565399760114133e+01
1.474132980600276069e-03 3.097639886978655340e+04 6.936946592781220033e+01 6.936946592781220033e+01
1.479535883867890908e-03 3.066626997899211347e+04 6.854839048484720365e+01 6.854839048484720365e+01
1.484958589530610724e-03 3.019760804252076923e+04 6.755600106626084767e+01 6.755600106626084767e+01
1.490401170166980906e-03 2.975544333071058645e+04 6.659915990000524744e+01 6.659915990000524744e+01
1.495863698621553023e-03 2.943444073831212881e+04 6.578370485664181899e+01 6.578370485664181899e+01
1.501346248005868203e-03 2.905158016832713474e+04 6.490486541914910390e+01 6.490486541914910390e+01
1.506848891699430308e-03 2.860751087695411479e+04 6.396338201790278077e+01 6.396338201790278077e+01
1.512371703350689524e-03 2.812351764481635837e+04 6.298285021029746389e+01 6.298285021029746389e+01
1.517914756878028983e-03 2.771842207901092479e+04 6.209619359289303020e+01 6.209619359289303020e+01
1.523478126470748789e-03 2.741647682469987194e+04 6.133056335088814137e+01 6.133056335088814137e+01
1.529061886590067599e-03 2.700926907943284823e+04 6.045262408666182807e+01 6.045262408666182807e+01
1.534666111970115106e-03 2.668166657873009899e+04 5.966918095440893666e+01 5.966918095440893666e+01
1.540290877618926899e-03 2.636421490186325173e+04 5.890242515587384986e+01 5.890242515587384986e+01
1.545936258819458628e-03 2.592475679984947783e+04 5.800462192287483276e+01 5.800462192287483276e+01
1.551602331130586508e-03 2.560869942385262038e+04 5.725005600643530101e+01 5.725005600643530101e+01
1.557289170388121259e-03 2.520285625096413787e+04 5.640029699095010329e+01 5.640029699095010329e+01
1.562996852705823142e-03 2.493461973985889927e+04 5.570956328475866570e+01 5.570956328475866570e+01
1.568725454476415900e-03 2.449502278143761941e+04 5.483233590453875905e+01 5.483233590453875905e+01
1.574475052372617621e-03 2.415793924933253948e+04 5.407479075940332791e+01 5.407479075940332791e+01
1.580245723348163139e-03 2.385997554965559902e+04 5.336600388813241835e+01 5.336600388813241835e+01
1.586037544638828171e-03 2.358374785675645035e+04 5.268641414730775807e+01 5.268641414730775807e+01
1.591850593763473190e-03 2.322783383549066639e+04 5.192266236278448588e+01 5.192266236278448588e+01
1.597684948525074713e-03 2.288973894069122252e+04 5.118365205825909925e+01 5.118365205825909925e+01
1.603540687011768308e-03 2.257575358590937321e+04 5.047637699185965943e+01 5.047637699185965943e+01
1.609417887597892460e-03 2.230682263623327890e+04 4.982417318232936054e+01 4.982417318232936054e+01
1.615316628945041551e-03 2.197276984230231756e+04 4.910388964328156192e+01 4.910388964328156192e+01
1.621236990003109514e-03 2.152393970241608258e+04 4.825971187680730878e+01 4.825971187680730878e+01
1.627179050011358418e-03 2.135140644421183970e+04 4.772935671747429609e+01 4.772935671747429609e+01
1.633142888499473184e-03 2.112787483603926739e+04 4.714622533525705705e+01 4.714622533525705705e+01
1.639128585288620850e-03 2.077844949817356246e+04 4.642698639252663639e+01 4.642698639252663639e+01
1.645136220492529134e-03 2.044401219382524141e+04 4.572883656799555752e+01 4.572883656799555752e+01
1.651165874518552637e-03 2.014617236180733744e+04 4.507594112088851546e+01 4.507594112088851546e+01
1.657217628068749895e-03 1.994757793591752124e+04 4.453827231441839274e+01 4.453827231441839274e+01
1.663291562140964755e-03 1.954894926553400728e+04 4.378124116331375149e+01 4.378124116331375149e+01
1.669387758029905596e-03 1.932825617675726608e+04 4.322740059537022717e+01 4.322740059537022717e+01
1.675506297328241672e-03 1.911415066009604925e+04 4.268497918334406904e+01 4.268497918334406904e+01
1.681647261927690564e-03 1.872879920035604300e+04 4.195519113047328119e+01 4.195519113047328119e+01
1.687810734020109759e-03 1.852587224027676348e+04 4.143350080533656410e+01 4.143350080533656410e+01
1.693996796098606438e-03 1.827602913463913137e+04 4.086327672258177302e+01 4.086327672258177302e+01
1.700205530958634470e-03 1.806563270672190265e+04 4.034105549442464422e+01 4.034105549442464422e+01
1.706437021699105288e-03 1.781771273044266127e+04 3.978079873709825875e+01 3.978079873709825875e+01
1.712691351723500495e-03 1.754163306562099751e+04 3.919294214908542529e+01 3.919294214908542529e+01
1.718968604740982306e-03 1.724869632281862141e+04 3.859000520631661146e+01 3.859000520631661146e+01
1.725268864767523719e-03 1.699795496941223610e+04 3.803797848694410533e+01 3.803797848694410533e+01
1.731592216127028063e-03 1.674344502426231338e+04 3.748542906267586261e+01 3.748542906267586261e+01
1.737938743452452665e-03 1.656039390085112973e+04 3.701647293433084229e+01 3.701647293433084229e+01
1.744308531686950946e-03 1.629097882877377742e+04 3.645454002213536171e+01 3.645454002213536171e+01
1.750701666085003683e-03 1.605271952561641774e+04 3.593101099510768393e+01 3.593101099510768393e+01
1.757118232213561318e-03 1.584259428343931722e+04 3.544248883420559082e+01 3.544248883420559082e+01
1.763558315953190399e-03 1.563309246413393703e+04 3.495814320100213024e+01 3.495814320100213024e+01
1.770022003499216760e-03 1.540207788297742991e+04 3.445318784092901154e+01 3.445318784092901154e+01
1.776509381362889302e-03 1.517942094761535918e+04 3.396098572883477829e+01 3.396098572883477829e+01
1.783020536372533155e-03 1.504966424987514256e+04 3.357594122560599459e+01 3.357594122560599459e+01
1.789555555674705216e-03 1.479391572557199288e+04 3.305352126504498500e+01 3.305352126504498500e+01
1.796114526735372897e-03 1.455115596192539306e+04 3.254884937438311709e+01 3.254884937438311709e+01
1.802697537341076389e-03 1.436538231089379951e+04 3.211113568984878697e+01 3.211113568984878697e+01
1.809304675600105885e-03 1.416911478984627502e+04 3.166490176417585545e+01 3.166490176417585545e+01
1.815936029943682715e-03 1.395101382667221696e+04 3.119744317119355870e+01 3.119744317119355870e+01
1.822591689127134838e-03 1.373781006464626262e+04 3.073858684936277186e+01 3.073858684936277186e+01
1.829271742231097482e-03 1.356146314097091999e+04 3.032405021858279071e+01 3.032405021858279071e+01
1.835976278662696231e-03 1.336328080717808734e+04 2.988815409110328147e+01 2.988815409110328147e+01
1.842705388156748317e-03 1.317938512449108384e+04 2.947125359490673091e+01 2.947125359490673091e+01
1.849459160776956114e-03 1.297715762318213456e+04 2.903683195794390315e+01 2.903683195794390315e+01
1.856237686917123608e-03 1.284500986664491757e+04 2.868368996750534805e+01 2.868368996750534805e+01
1.863041057302358781e-03 1.259415059685532106e+04 2.820074436985600386e+01 2.820074436985600386e+01
1.869869362990289651e-03 1.245906476434646720e+04 2.785012672327160388e+01 2.785012672327160388e+01
1.876722695372285300e-03 1.224954566797517145e+04 2.741907301173001343e+01 2.741907301173001343e+01
1.883601146174671481e-03 1.211122805057623009e+04 2.707043260905847504e+01 2.707043260905847504e+01
1.890504807459968779e-03 1.195677630513469376e+04 2.670647017032987236e+01 2.670647017032987236e+01
1.897433771628120359e-03 1.177104486317417832e+04 2.631026872745097833e+01 2.631026872745097833e+01
1.904388131417722105e-03 1.159455290051267730e+04 2.592705109711752698e+01 2.592705109711752698e+01
1.911367979907275302e-03 1.141446902087951275e+04 2.554243705987562763e+01 2.554243705987562763e+01
1.918373410516425667e-03 1.122837027585632313e+04 2.515366160925813332e+01 2.515366160925813332e+01
1.925404517007214518e-03 1.110769496340683872e+04 2.484066628888780670e+01 2.484066628888780670e+01
1.932461393485336229e-03 1.099673486770818272e+04 2.454096482593847028e+01 2.454096482593847028e+01
1.939544134401389617e-03 1.079696166062044540e+04 2.414455113285293919e+01 2.414455113285293919e+01
1.946652834552154267e-03 1.065089605084595678e+04 2.381059227167853010e+01 2.381059227167853010e+01
1.953787589081853408e-03 1.053084868682735760e+04 2.350811566591379176e+01 2.350811566591379176e+01
1.960948493483420044e-03 1.041146176005702364e+04 2.320872683330662767e+01 2.320872683330662767e+01
1.968135643599789979e-03 1.019819116563509306e+04 2.280692783701207205e+01 2.280692783701207205e+01
1.975349135625173360e-03 1.007211366301238195e+04 2.250483364848835066e+01 2.250483364848835066e+01
1.982589066106345537e-03 9.918394029660046726e+03 2.217415686352196502e+01 2.217415686352196502e+01
1.989855531943942029e-03 9.784295232312755616e+03 2.186769134907651235e+01 2.186769134907651235e+01
1.997148630393746124e-03 9.656094339086030232e+03 2.157007017217480183e+01 2.157007017217480183e+01
2.004468459068003798e-03 9.502247504535622284e+03 2.124602485604257396e+01 2.124602485604257396e+01
2.011815115936723027e-03 9.344267934320892891e+03 2.091953682547177351e+01 2.091953682547177351e+01
2.019188699328979160e-03 9.250413816018868602e+03 2.066694304719331754e+01 2.066694304719331754e+01
2.026589307934244157e-03 9.136241950566993182e+03 2.039375285301427709e+01 2.039375285301427709e+01
2.034017040803698471e-03 8.974999253491849231e+03 2.007011338592987570e+01 2.007011338592987570e+01
2.041471997351558543e-03 8.860847457564674187e+03 1.980118432252069738e+01 1.980118432252069738e+01
2.048954277356408206e-03 8.736770755702649694e+03 1.952322978331120851e+01 1.952322978331120851e+01
2.056463980962535722e-03 8.617556580547017802e+03 1.925274779345309284e+01 1.925274779345309284e+01
2.064001208681265614e-03 8.483669517276048282e+03 1.896788055841853904e+01 1.896788055841853904e+01
2.071566061392319559e-03 8.348193332039130837e+03 1.868320224868019963e+01 1.868320224868019963e+01
2.079158640345148221e-03 8.263276839519176065e+03 1.845700327257787876e+01 1.845700327257787876e+01
2.086779047160302551e-03 8.099864533856773960e+03 1.814494706158582460e+01 1.814494706158582460e+01
2.094427383830785132e-03 7.997348115864629108e+03 1.790290055544108228e+01 1.790290055544108228e+01
2.102103752723415847e-03 7.884282891642741561e+03 1.765089794063567652e+01 1.765089794063567652e+01
2.109808256580204908e-03 7.792863961590704093e+03 1.742493793952179360e+01 1.742493793952179360e+01
2.117540998519727193e-03 7.669324816530773205e+03 1.716484465615001298e+01 1.716484465615001298e+01
2.125302082038496142e-03 7.567545520178379775e+03 1.693086074155280940e+01 1.693086074155280940e+01
2.133091611012362387e-03 7.496261754531440602e+03 1.673268544571998362e+01 1.673268544571998362e+01
2.140909689697887211e-03 7.361096128506197601e+03 1.646485152884971725e+01 1.646485152884971725e+01
2.148756422733754182e-03 7.251826976980308245e+03 1.622763157456067162e+01 1.622763157456067162e+01
2.156631915142158667e-03 7.163704880240257808e+03 1.601572857566140229e+01 1.601572857566140229e+01
2.164536272330218596e-03 7.066480218988557681e+03 1.579528695592985876e+01 1.579528695592985876e+01
2.172469600091382624e-03 6.942953382862914623e+03 1.554704715546125726e+01 1.554704715546125726e+01
2.180432004606850001e-03 6.869822921136842524e+03 1.535678470048608446e+01 1.535678470048608446e+01
2.188423592446981768e-03 6.780961303665450941e+03 1.515049918095425596e+01 1.515049918095425596e+01
2.196444470572743186e-03 6.668944693002864369e+03 1.491989939951639954e+01 1.491989939951639954e+01
2.204494746337117960e-03 6.576482130550619331e+03 1.471270889106174984e+01 1.471270889106174984e+01
2.212574527486559344e-03 6.491321339171910950e+03 1.451521721953261945e+01 1.451521721953261945e+01
2.220683922162425619e-03 6.420306223310290079e+03 1.433504096759886082e+01 1.433504096759886082e+01
2.228823038902426421e-03 6.316331551422637858e+03 1.411954677688984994e+01 1.411954677688984994e+01
2.236991986642078174e-03 6.226895000971374429e+03 1.392177679906114918e+01 1.392177679906114918e+01
2.245190874716161689e-03 6.130230485840155779e+03 1.371738920823323404e+01 1.371738920823323404e+01
2.253419812860186274e-03 6.028795790374650096e+03 1.350909462746399470e+01 1.350909462746399470e+01
2.261678911211850804e-03 5.977938636877855060e+03 1.335883062480180428e+01 1.335883062480180428e+01
2.269968280312533414e-03 5.882075503478042265e+03 1.315963129550777744e+01 1.315963129550777744e+01
2.278288031108753001e-03 5.812389926215555533e+03 1.299108677561227232e+01 1.299108677561227232e+01
2.286638274953668899e-03 5.732444836166391724e+03 1.281243606491392661e+01 1.281243606491392661e+01
2.295019123608564061e-03 5.663953344574910261e+03 1.264792151569597145e+01 1.264792151569597145e+01
2.303430689244341262e-03 5.566637206672408865e+03 1.245251692330394810e+01 1.245251692330394810e+01
2.311873084443025802e-03 5.482748578400042788e+03 1.227339884942331949e+01 1.227339884942331949e+01
2.320346422199274280e-03 5.409007106384264262e+03 1.210689934987799177e+01 1.210689934987799177e+01
2.328850815921877301e-03 5.329415185701600421e+03 1.193508978042718027e+01 1.193508978042718027e+01
2.337386379435293406e-03 5.260712275633000900e+03 1.177668438929626404e+01 1.177668438929626404e+01
2.345953226981154806e-03 5.212724537722705463e+03 1.164262508532606510e+01 1.164262508532606510e+01
2.354551473219813028e-03 5.126992225138281356e+03 1.146754317418893621e+01 1.146754317418893621e+01
2.363181233231861564e-03 5.063613607683355440e+03 1.131859513674255524e+01 1.131859513674255524e+01
2.371842622519682378e-03 4.989915281545090693e+03 1.115924056708138856e+01 1.115924056708138856e+01
2.380535757008988076e-03 4.942650872374133542e+03 1.103053216512726564e+01 1.103053216512726564e+01
2.389260753050379254e-03 4.859630003210859286e+03 1.086298743270558553e+01 1.086298743270558553e+01
2.398017727420888832e-03 4.792029032849654868e+03 1.071374928656980785e+01 1.071374928656980785e+01
2.406806797325564996e-03 4.709109239099797378e+03 1.054844358143764005e+01 1.054844358143764005e+01
2.415628080399017698e-03 4.656673705268847698e+03 1.041831848568601337e+01 1.041831848568601337e+01
2.424481694707012434e-03 4.621340282080534053e+03 1.030832934983000904e+01 1.030832934983000904e+01
2.433367758748040174e-03 4.534778682353135082e+03 1.014217811700521210e+01 1.014217811700521210e+01
2.442286391454903758e-03 4.461333457728589565e+03 9.991694287845984235e+00 9.991694287845984235e+00
2.451237712196313416e-03 4.413080042058970321e+03 9.870439564912210528e+00 9.870439564912210528e+00
2.460221840778482709e-03 4.342190983966027488e+03 9.724884739565419878e+00 9.724884739565419878e+00
2.469238897446726210e-03 4.294789734994811624e+03 9.606636534377884118e+00 9.606636534377884118e+00
2.478289002887083207e-03 4.246539558860255056e+03 9.488437461280982532e+00 9.488437461280982532e+00
2.487372278227914513e-03 4.186282463391938109e+03 9.357818138322418378e+00 9.357818138322418378e+00
2.496488845041540481e-03 4.131069271110322006e+03 9.233820448866069341e+00 9.233820448866069341e+00
2.505638825345858633e-03 4.064753917266685676e+03 9.098373919222112249e+00 9.098373919222112249e+00
2.514822341605979939e-03 4.027202032472172959e+03 8.996038556036268119e+00 8.996038556036268119e+00
2.524039516735865959e-03 3.967876370783525545e+03 8.870290506690285071e+00 8.870290506690285071e+00
2.533290474099978134e-03 3.909756063694824661e+03 8.746789188856093133e+00 8.746789188856093133e+00
2.542575337514918401e-03 3.876423276493213507e+03 8.651868418772151514e+00 8.651868418772151514e+00
2.551894231251101031e-03 3.810600529344702409e+03 8.521507483240471359e+00 8.521507483240471359e+00
2.561247280034409293e-03 3.768914384145591612e+03 8.418944789814101881e+00 8.418944789814101881e+00
2.570634609047855578e-03 3.708616312429770460e+03 8.296390142297669357e+00 8.296390142297669357e+00
2.580056343933274498e-03 3.664713041227572830e+03 8.192950008701240350e+00 8.192950008701240350e+00
2.589512610792992549e-03 3.608160116924259000e+03 8.076131047306875033e+00 8.076131047306875033e+00
2.599003536191517739e-03 3.553825367793786882e+03 7.962536131815988405e+00 7.962536131815988405e+00
2.608529247157236573e-03 3.524724133219534451e+03 7.877919439741139840e+00 7.877919439741139840e+00
2.618089871184113224e-03 3.473212642952488750e+03 7.768962037257105990e+00 7.768962037257105990e+00
2.627685536233388252e-03 3.438752106304945301e+03 7.679785605951112260e+00 7.679785605951112260e+00
2.637316370735308564e-03 3.373049238654723013e+03 7.556397531556007685e+00 7.556397531556007685e+00
2.646982503590824404e-03 3.343957038067183930e+03 7.474680890167575420e+00 7.474680890167575420e+00
2.656684064173334484e-03 3.293306919831768482e+03 7.369568956746275212e+00 7.369568956746275212e+00
2.666421182330406831e-03 3.251143582779068311e+03 7.274671918686648198e+00 7.274671918686648198e+00
2.676193988385518717e-03 3.217217443611320959e+03 7.189712150235572530e+00 7.189712150235572530e+00
2.686002613139800484e-03 3.181087036584811813e+03 7.103012265187734542e+00 7.103012265187734542e+00
2.695847187873790657e-03 3.137568820186867924e+03 7.008794368082393866e+00 7.008794368082393866e+00
2.705727844349180202e-03 3.090245753712408259e+03 6.911053588528120351e+00 6.911053588528120351e+00
2.715644714810596261e-03 3.048014030458391971e+03 6.819727872064974328e+00 6.819727872064974328e+00
2.725597931987350751e-03 3.026111166912086446e+03 6.751836752845512990e+00 6.751836752845512990e+00
2.735587629095234501e-03 2.971587554679632376e+03 6.648212889793258640e+00 6.648212889793258640e+00
2.745613939838290139e-03 2.927420667604635128e+03 6.556837850201215012e+00 6.556837850201215012e+00
2.755676998410604497e-03 2.905398010628672182e+03 6.490909325468458668e+00 6.490909325468458668e+00
2.765776939498104485e-03 2.868091044075649279e+03 6.408537994540592031e+00 6.408537994540592031e+00
2.775913898280362498e-03 2.826517000325196932e+03 6.322022947713811014e+00 6.322022947713811014e+00
2.786088010432394464e-03 2.790300711806294203e+03 6.242096032528700711e+00 6.242096032528700711e+00
2.796299412126495611e-03 2.748249495663501875e+03 6.156209678819223541e+00 6.156209678819223541e+00
2.806548240034039809e-03 2.709456451171211484e+03 6.074510607261308870e+00 6.074510607261308870e+00
2.816834631327329655e-03 2.690275947586955681e+03 6.015294027573970581e+00 6.015294027573970581e+00
2.827158723681420967e-03 2.668154858183852866e+03 5.953256206806484485e+00 5.953256206806484485e+00
2.837520655275966794e-03 2.623913432008874679e+03 5.866999458868022543e+00 5.866999458868022543e+00
2.847920564797068368e-03 2.599923488509749859e+03 5.803834420948914108e+00 5.803834420948914108e+00
2.858358591439134292e-03 2.556459029420480874e+03 5.719376715166423431e+00 5.719376715166423431e+00
2.868834874906731058e-03 2.520197129188898543e+03 5.643422098341365434e+00 5.643422098341365434e+00
2.879349555416472594e-03 2.495349197083333820e+03 5.580705278711985962e+00 5.580705278711985962e+00
2.889902773698875982e-03 2.476117021084558473e+03 5.524721404255398483e+00 5.524721404255398483e+00
2.900494671000264021e-03 2.445331648539577600e+03 5.456318187018915467e+00 5.456318187018915467e+00
2.911125389084642627e-03 2.410080378199870211e+03 5.383427034160151337e+00 5.383427034160151337e+00
2.921795070235604259e-03 2.377635259373878398e+03 5.314176503535551710e+00 5.314176503535551710e+00
2.932503857258230047e-03 2.349671582098864292e+03 5.250456285179354587e+00 5.250456285179354587e+00
2.943251893481001018e-03 2.306837749011849610e+03 5.170631589936687256e+00 5.170631589936687256e+00
2.954039322757721475e-03 2.291144071155605616e+03 5.121720008462408380e+00 5.121720008462408380e+00
2.964866289469429358e-03 2.266692409474338547e+03 5.063543760922413206e+00 5.063543760922413206e+00
2.975732938526353018e-03 2.239107074415259376e+03 5.002407938581620250e+00 5.002407938581620250e+00
2.986639415369823306e-03 2.208023177612062682e+03 4.937894850208995656e+00 4.937894850208995656e+00
2.997585865974244229e-03 2.183684713437189203e+03 4.881439848274870208e+00 4.881439848274870208e+00
3.008572436849032798e-03 2.162661084230223423e+03 4.829185456395614473e+00 4.829185456395614473e+00
3.019599275040583605e-03 2.126573522694588519e+03 4.760569271847257866e+00 4.760569271847257866e+00
3.030666528134236433e-03 2.102922854305295914e+03 4.706304065325701558e+00 4.706304065325701558e+00
3.041774344256255140e-03 2.077107327568893652e+03 4.650031820926645132e+00 4.650031820926645132e+00
3.052922872075798742e-03 2.057202905586810175e+03 4.600758713277929957e+00 4.600758713277929957e+00
3.064112260806931085e-03 2.029657459625620277e+03 4.543293237366296644e+00 4.543293237366296644e+00
3.075342660210593233e-03 2.007950886682828013e+03 4.492689771112112318e+00 4.492689771112112318e+00
3.086614220596631784e-03 1.985533120531275699e+03 4.441597348932758926e+00 4.441597348932758926e+00
3.097927092825795981e-03 1.960124617156223167e+03 4.387449371372999174e+00 4.387449371372999174e+00
3.109281428311760822e-03 1.933187601623820456e+03 4.331867088272784549e+00 4.331867088272784549e+00
3.120677379023153661e-03 1.922089474820624673e+03 4.294284859010614852e+00 4.294284859010614852e+00
3.132115097485591634e-03 1.892324027392994140e+03 4.236101652298424725e+00 4.236101652298424725e+00
3.143594736783709553e-03 1.871884171272097547e+03 4.188635240486772382e+00 4.188635240486772382e+00
3.155116450563231600e-03 1.847138788014587135e+03 4.136651462305520610e+00 4.136651462305520610e+00
3.166680393033002253e-03 1.821805854571542568e+03 4.084325056281820743e+00 4.084325056281820743e+00
3.178286718967072728e-03 1.808696284341457158e+03 4.046027053738892931e+00 4.046027053738892931e+00
3.189935583706759656e-03 1.786983598021413627e+03 3.998456652682913948e+00 3.998456652682913948e+00
3.201627143162726324e-03 1.766895454838466549e+03 3.953083028212540651e+00 3.953083028212540651e+00
3.213361553817072145e-03 1.749801839422949342e+03 3.911453721745131062e+00 3.911453721745131062e+00
3.225138972725426472e-03 1.733877712761598787e+03 3.871536086604528304e+00 3.871536086604528304e+00
3.236959557519041540e-03 1.709416988599507249e+03 3.822496821567003877e+00 3.822496821567003877e+00
3.248823466406922274e-03 1.690325458833806579e+03 3.779871628357407420e+00 3.779871628357407420e+00
